year,thesis,length,shoot1yo,length1yo,rank1yo,c,v,m,b,#oss,year,shoot1yo,rank1yo,#newshoots,dead buds
2020,AUTOR,Sh,33,4,2,0,1,0,0,1,2021,33,2,1,0
2020,AUTOR,Sh,33,4,3,0,0,1,0,1,2021,33,3,1,0
2020,AUTOR,Me,34,12.2,1,0,0,1,0,1,2021,34,1,1,0
2020,AUTOR,Me,34,12.2,2,0,1,0,0,1,2021,34,2,1,0
2020,AUTOR,Me,34,12.2,3,0,0,1,0,1,2021,34,3,1,0
2020,AUTOR,Me,34,12.2,4,0,0,1,0,1,2021,34,4,1,0
2020,AUTOR,Me,34,12.2,5,3,0,4,0,5,2021,34,5,2,-3
2020,AUTOR,Me,34,12.2,6,3,1,3,0,5,2021,34,6,2,-3
2020,AUTOR,Sh,35,2,1,0,1,0,0,1,2021,35,1,0,-1
2020,AUTOR,Sh,35,2,2,0,0,1,0,1,2021,35,2,1,0
2020,AUTOR,Lo,36,27.6,1,0,0,1,0,1,2021,36,1,1,0
2020,AUTOR,Lo,36,27.6,2,2,0,4,0,5,2021,36,2,2,-3
2020,AUTOR,Lo,36,27.6,3,4,3,0,0,4,2021,36,3,2,-2
2020,AUTOR,Lo,36,27.6,4,0,0,1,0,1,2021,36,4,1,0
2020,AUTOR,Lo,36,27.6,5,0,0,1,0,1,2021,36,5,1,0
2020,AUTOR,Lo,36,27.6,6,0,0,1,0,1,2021,36,6,1,0
2020,AUTOR,Lo,36,27.6,7,0,0,1,0,1,2021,36,7,1,0
2020,AUTOR,Lo,36,27.6,8,0,0,1,0,1,2021,36,8,1,0
2020,AUTOR,Lo,36,27.6,9,0,0,1,0,1,2021,36,9,1,0
2020,AUTOR,Me,37,18.2,1,0,0,1,0,1,2021,37,1,1,0
2020,AUTOR,Me,37,18.2,2,0,2,0,0,2,2021,37,2,1,-1
2020,AUTOR,Me,37,18.2,3,0,0,1,0,1,2021,37,3,1,0
2020,AUTOR,Me,37,18.2,4,0,0,1,0,1,2021,37,4,1,0
2020,AUTOR,Me,37,18.2,5,0,0,1,0,1,2021,37,5,1,0
2020,AUTOR,Me,37,18.2,6,0,0,1,0,1,2021,37,6,1,0
2020,AUTOR,Me,37,18.2,7,0,1,0,0,1,2021,37,7,1,0
2020,AUTOR,Lo,38,36.5,1,0,1,0,0,1,2021,38,1,1,0
2020,AUTOR,Lo,38,36.5,2,0,0,1,0,1,2021,38,2,1,0
2020,AUTOR,Lo,38,36.5,3,0,0,1,0,1,2021,38,3,1,0
2020,AUTOR,Lo,38,36.5,4,2,0,6,0,7,2021,38,4,2,-5
2020,AUTOR,Lo,38,36.5,5,0,1,0,0,1,2021,38,5,1,0
2020,AUTOR,Lo,38,36.5,6,0,0,1,0,1,2021,38,6,1,0
2020,AUTOR,Lo,38,36.5,7,0,0,1,0,1,2021,38,7,1,0
2020,AUTOR,Lo,38,36.5,8,0,0,1,0,1,2021,38,8,1,0
2020,AUTOR,Lo,38,36.5,9,0,1,0,0,1,2021,38,9,1,0
2020,AUTOR,Lo,38,36.5,10,0,2,0,0,2,2021,38,10,1,-1
2020,AUTOR,Sh,39,1,1,0,0,1,0,1,2021,39,1,1,0
2020,AUTOR,Me,40,18,1,0,1,0,0,1,2021,40,1,0,-1
2020,AUTOR,Me,40,18,2,0,0,0,1,1,2021,40,2,0,-1
2020,AUTOR,Me,40,18,3,0,0,0,1,1,2021,40,3,0,-1
2020,AUTOR,Me,40,18,4,0,1,0,0,1,2021,40,4,0,-1
2020,AUTOR,Me,40,18,5,2,1,0,0,2,2021,40,5,2,0
2020,AUTOR,Me,40,18,6,3,2,1,0,4,2021,40,6,2,-2
2020,AUTOR,Me,40,18,7,0,1,1,0,2,2021,40,7,1,-1
2020,AUTOR,Me,40,18,8,0,0,1,0,1,2021,40,8,1,0
2020,AUTOR,Me,40,18,9,0,0,1,0,1,2021,40,9,1,0
2020,AUTOR,Me,41,5.5,1,1,0,0,0,1,2021,41,1,0,-1
2020,AUTOR,Me,41,5.5,2,0,0,1,0,1,2021,41,2,1,0
2020,AUTOR,Me,41,5.5,3,3,2,0,0,3,2021,41,3,1,-2
2020,AUTOR,Me,41,5.5,4,4,1,1,0,3,2021,41,4,1,-2
2020,AUTOR,Me,41,5.5,5,0,0,1,0,1,2021,41,5,1,0
2020,AUTOR,Me,41,5.5,6,0,0,1,0,1,2021,41,6,1,0
2020,AUTOR,Me,42,7,1,0,1,0,0,1,2021,42,1,0,-1
2020,AUTOR,Me,42,7,2,0,0,0,1,1,2021,42,2,0,-1
2020,AUTOR,Me,42,7,3,0,0,1,0,1,2021,42,3,1,0
2020,AUTOR,Me,42,7,4,4,3,0,0,4,2021,42,4,1,-3
2020,AUTOR,Me,42,7,5,4,0,6,0,7,2021,42,5,1,-6
2020,AUTOR,Me,43,18.2,1,3,1,2,0,4,2021,,,,
2020,AUTOR,Me,43,18.2,2,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,43,18.2,3,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,43,18.2,4,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,43,18.2,5,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,43,18.2,6,0,0,1,0,1,2021,,,,
2020,AUTOR,Me,43,18.2,7,0,0,1,0,1,2021,,,,
2020,AUTOR,VLo,44,42.6,1,0,1,0,0,1,2021,44,1,1,0
2020,AUTOR,VLo,44,42.6,2,0,1,0,0,1,2021,44,2,0,-1
2020,AUTOR,VLo,44,42.6,3,0,0,1,0,1,2021,44,3,1,0
2020,AUTOR,VLo,44,42.6,4,4,2,0,0,3,2021,44,4,1,-2
2020,AUTOR,VLo,44,42.6,5,0,0,1,0,1,2021,44,5,1,0
2020,AUTOR,VLo,44,42.6,6,0,1,0,0,1,2021,44,6,1,0
2020,AUTOR,VLo,44,42.6,7,0,0,1,0,1,2021,44,7,1,0
2020,AUTOR,VLo,44,42.6,8,0,0,1,0,1,2021,44,8,1,0
2020,AUTOR,VLo,44,42.6,9,0,0,1,0,1,2021,44,9,1,0
2020,AUTOR,VLo,44,42.6,10,0,0,1,0,1,2021,44,10,1,0
2020,AUTOR,VLo,44,42.6,11,0,0,1,0,1,2021,44,11,1,0
2020,AUTOR,VLo,44,42.6,12,0,0,1,0,1,2021,44,12,1,0
2020,AUTOR,VLo,44,42.6,13,0,0,1,0,1,2021,44,13,1,0
2020,AUTOR,VLo,44,42.6,14,5,3,3,0,7,2021,44,14,1,-6
2020,AUTOR,Lo,45,34,1,0,1,0,0,1,2021,45,1,0,-1
2020,AUTOR,Lo,45,34,2,0,0,1,0,1,2021,45,2,0,-1
2020,AUTOR,Lo,45,34,3,0,0,1,0,1,2021,45,3,1,0
2020,AUTOR,Lo,45,34,4,1,1,0,0,2,2021,45,4,1,-1
2020,AUTOR,Lo,45,34,5,0,1,0,0,1,2021,45,5,1,0
2020,AUTOR,Lo,45,34,6,0,0,1,0,1,2021,45,6,1,0
2020,AUTOR,Lo,45,34,7,0,0,1,0,1,2021,45,7,1,0
2020,AUTOR,Lo,45,34,8,0,0,1,0,1,2021,45,8,1,0
2020,AUTOR,Lo,45,34,9,0,0,1,0,1,2021,45,9,1,0
2020,AUTOR,Lo,45,34,10,0,0,1,0,1,2021,45,10,1,0
2020,AUTOR,Lo,45,34,11,0,0,1,0,1,2021,45,11,1,0
2020,AUTOR,Lo,45,34,12,0,0,1,0,1,2021,45,12,1,0
2020,AUTOR,Lo,45,34,13,0,0,2,0,2,2021,45,13,1,-1
2020,AUTOR,VLo,46,43,1,0,0,1,0,1,2021,46,1,0,-1
2020,AUTOR,VLo,46,43,2,0,0,1,0,1,2021,46,2,1,0
2020,AUTOR,VLo,46,43,3,0,0,0,1,1,2021,46,3,1,0
2020,AUTOR,VLo,46,43,4,0,0,1,0,1,2021,46,4,1,0
2020,AUTOR,VLo,46,43,5,0,0,1,0,1,2021,46,5,1,0
2020,AUTOR,VLo,46,43,6,3,0,2,0,3,2021,46,6,1,-2
2020,AUTOR,VLo,46,43,7,0,1,0,0,1,2021,46,7,1,0
2020,AUTOR,VLo,46,43,8,0,0,1,0,1,2021,46,8,2,1
2020,AUTOR,VLo,46,43,9,0,0,1,0,1,2021,46,9,1,0
2020,AUTOR,VLo,46,43,10,0,0,1,0,1,2021,46,10,2,1
2020,AUTOR,VLo,46,43,11,4,2,1,0,4,2021,46,11,3,-1
2020,AUTOR,VLo,46,43,12,0,1,0,0,1,2021,46,12,1,0
2020,AUTOR,VLo,46,43,13,0,0,1,0,1,2021,46,13,1,0
2020,AUTOR,VLo,46,43,14,0,1,0,0,1,2021,46,14,1,0
2020,AUTOR,VLo,46,43,15,2,1,0,0,2,2021,46,15,1,-1
2020,AUTOR,VLo,46,43,16,0,0,1,0,1,2021,46,16,1,0
2020,AUTOR,VLo,46,43,17,0,0,1,0,1,2021,46,17,1,0
2020,AUTOR,VLo,46,43,18,8,1,0,0,2,2021,46,18,1,-1
2020,AUTOR,VLo,47,52,1,0,1,0,0,1,2021,47,1,2,1
2020,AUTOR,VLo,47,52,2,0,0,0,1,1,2021,47,2,2,1
2020,AUTOR,VLo,47,52,3,0,0,0,1,1,2021,47,3,1,0
2020,AUTOR,VLo,47,52,4,0,0,0,1,1,2021,47,4,1,0
2020,AUTOR,VLo,47,52,5,0,0,1,0,1,2021,47,5,2,1
2020,AUTOR,VLo,47,52,6,0,0,2,0,2,2021,47,6,2,0
2020,AUTOR,VLo,47,52,7,1,3,0,0,4,2021,47,7,1,-3
2020,AUTOR,VLo,47,52,8,0,0,1,0,1,2021,47,8,1,0
2020,AUTOR,VLo,47,52,9,0,0,1,0,1,2021,47,9,1,0
2020,AUTOR,VLo,47,52,10,5,3,0,0,4,2021,47,10,2,-2
2020,AUTOR,VLo,47,52,11,0,0,1,0,1,2021,47,11,1,0
2020,AUTOR,VLo,47,52,12,4,2,1,0,4,2021,47,12,3,-1
2020,AUTOR,VLo,47,52,13,0,1,0,0,1,2021,47,13,1,0
2020,AUTOR,VLo,47,52,14,0,0,2,0,2,2021,47,14,1,-1
2020,AUTOR,VLo,47,52,15,0,0,1,0,1,2021,47,15,1,0
2020,AUTOR,VLo,47,52,16,4,1,1,0,3,2021,47,16,1,-2
2020,AUTOR,VLo,47,52,17,0,0,1,0,1,2021,47,17,1,0
2020,AUTOR,VLo,47,52,18,0,0,1,0,1,2021,47,18,1,0
2020,AUTOR,VLo,47,52,19,5,1,4,0,6,2021,47,19,1,-5
2020,AUTOR,Sh,48,4.5,1,0,0,0,1,1,2021,48,1,0,-1
2020,AUTOR,Sh,48,4.5,2,0,0,0,1,1,2021,48,2,0,-1
2020,AUTOR,Sh,48,4.5,3,0,0,0,1,1,2021,48,3,0,-1
2020,AUTOR,Sh,48,4.5,4,0,0,0,1,1,2021,48,4,0,-1
2020,AUTOR,Sh,48,4.5,5,3,1,3,0,5,2021,48,5,2,-3
2020,AUTOR,Lo,49,25,1,0,1,0,0,1,2021,49,1,0,-1
2020,AUTOR,Lo,49,25,2,0,0,0,1,1,2021,49,2,0,-1
2020,AUTOR,Lo,49,25,3,0,0,0,1,1,2021,49,3,0,-1
2020,AUTOR,Lo,49,25,4,0,0,0,1,1,2021,49,4,0,-1
2020,AUTOR,Lo,49,25,5,2,2,0,0,3,2021,49,5,2,-1
2020,AUTOR,Lo,49,25,6,0,0,1,0,1,2021,49,6,1,0
2020,AUTOR,Lo,49,25,7,1,1,2,0,4,2021,49,7,2,-2
2020,AUTOR,Lo,49,25,8,0,0,1,0,1,2021,49,8,1,0
2020,AUTOR,Lo,49,25,9,0,0,1,0,1,2021,49,9,1,0
2020,AUTOR,Lo,49,25,10,0,0,1,0,1,2021,49,10,1,0
2020,AUTOR,Lo,49,25,11,4,1,0,0,2,2021,49,11,1,-1
2020,AUTOR,Me,50,19,1,0,0,0,1,1,2021,50,1,0,-1
2020,AUTOR,Me,50,19,2,0,0,0,1,1,2021,50,2,0,-1
2020,AUTOR,Me,50,19,3,0,0,0,1,1,2021,50,3,0,-1
2020,AUTOR,Me,50,19,4,0,1,0,0,1,2021,50,4,1,0
2020,AUTOR,Me,50,19,5,3,0,2,0,3,2021,50,5,1,-2
2020,AUTOR,Me,50,19,6,0,0,1,0,1,2021,50,6,1,0
2020,AUTOR,Me,50,19,7,4,1,1,0,3,2021,50,7,2,-1
2020,AUTOR,Sh,51,4.5,1,0,0,0,1,1,2021,51,1,0,-1
2020,AUTOR,Sh,51,4.5,2,0,0,0,1,1,2021,51,2,0,-1
2020,AUTOR,Sh,51,4.5,3,2,1,0,0,2,2021,51,3,1,-1
2020,AUTOR,Sh,52,2,1,0,1,0,0,1,2021,52,1,1,0
2020,AUTOR,Sh,52,2,2,0,0,1,0,1,2021,52,2,1,0
2020,AUTOR,VLo,53,54,1,0,0,0,1,1,2021,53,1,0,-1
2020,AUTOR,VLo,53,54,2,0,0,0,1,1,2021,53,2,1,0
2020,AUTOR,VLo,53,54,3,0,0,0,1,1,2021,53,3,0,-1
2020,AUTOR,VLo,53,54,4,0,0,0,1,1,2021,53,4,0,-1
2020,AUTOR,VLo,53,54,5,0,0,1,0,1,2021,53,5,1,0
2020,AUTOR,VLo,53,54,6,6,0,1,0,2,2021,53,6,2,0
2020,AUTOR,VLo,53,54,7,0,0,1,0,1,2021,53,7,1,0
2020,AUTOR,VLo,53,54,8,0,0,1,0,1,2021,53,8,1,0
2020,AUTOR,VLo,53,54,9,0,0,1,0,1,2021,53,9,1,0
2020,AUTOR,VLo,53,54,10,0,0,1,0,1,2021,53,10,1,0
2020,AUTOR,VLo,53,54,11,0,0,1,0,1,2021,53,11,1,0
2020,AUTOR,VLo,53,54,12,0,0,1,0,1,2021,53,12,1,0
2020,AUTOR,VLo,53,54,13,0,0,1,0,1,2021,53,13,1,0
2020,AUTOR,VLo,53,54,14,0,0,1,0,1,2021,53,14,1,0
2020,AUTOR,VLo,53,54,15,0,0,1,0,1,2021,53,15,1,0
2020,AUTOR,Me,54,8.5,1,0,1,0,0,1,2021,54,1,1,0
2020,AUTOR,Me,54,8.5,2,0,0,0,1,1,2021,54,2,1,0
2020,AUTOR,Me,54,8.5,3,0,0,1,0,1,2021,54,3,1,0
2020,AUTOR,Me,54,8.5,4,0,0,0,1,1,2021,54,4,0,-1
2020,AUTOR,Me,54,8.5,5,3,2,2,0,5,2021,54,5,2,-3
2020,AUTOR,Me,54,8.5,6,3,0,3,0,4,2021,54,6,1,-3
2020,AUTOR,Me,54,8.5,7,0,1,0,0,1,2021,54,7,1,0
2020,AUTOR,Me,55,6,1,0,1,0,0,1,2021,55,1,0,-1
2020,AUTOR,Me,55,6,2,0,1,0,0,1,2021,55,2,1,0
2020,AUTOR,Me,55,6,3,0,1,0,0,1,2021,55,3,1,0
2020,AUTOR,Me,55,6,4,0,0,1,0,1,2021,55,4,1,0
2020,AUTOR,Me,55,6,5,0,0,1,0,1,2021,55,5,2,1
2020,AUTOR,Me,56,10.2,1,0,0,0,1,1,2021,56,1,0,-1
2020,AUTOR,Me,56,10.2,2,0,1,0,0,1,2021,56,2,1,0
2020,AUTOR,Me,56,10.2,3,0,0,0,1,1,2021,56,3,0,-1
2020,AUTOR,Me,56,10.2,4,0,1,1,0,2,2021,56,4,1,-1
2020,AUTOR,Me,56,10.2,5,3,2,1,0,4,2021,56,5,2,-2
2020,AUTOR,Me,56,10.2,6,3,0,2,0,3,2021,56,6,1,-2
2020,AUTOR,Me,56,10.2,7,0,0,2,0,2,2021,56,7,1,-1
2020,AUTOR,Me,56,10.2,8,0,1,0,0,1,2021,56,8,1,0
2020,AUTOR,Me,57,12,1,0,0,0,1,1,2021,57,1,0,-1
2020,AUTOR,Me,57,12,2,0,0,0,1,1,2021,57,2,0,-1
2020,AUTOR,Me,57,12,3,0,0,0,1,1,2021,57,3,0,-1
2020,AUTOR,Me,57,12,4,0,0,1,0,1,2021,57,4,1,0
2020,AUTOR,Me,57,12,5,3,2,3,0,6,2021,57,5,2,-4
2020,AUTOR,Me,57,12,6,1,0,2,0,3,2021,57,6,2,-1
2020,AUTOR,Sh,58,2,1,0,0,0,1,1,2021,58,1,1,0
2020,AUTOR,Sh,58,2,2,2,0,1,0,2,2021,58,2,1,-1
2020,AUTOR,Sh,58,2,3,0,1,0,0,1,2021,58,3,1,0
2020,AUTOR,VLo,59,54,1,0,0,0,1,1,2021,59,1,0,-1
2020,AUTOR,VLo,59,54,2,0,0,0,1,1,2021,59,2,0,-1
2020,AUTOR,VLo,59,54,3,0,0,0,1,1,2021,59,3,0,-1
2020,AUTOR,VLo,59,54,4,0,0,0,1,1,2021,59,4,0,-1
2020,AUTOR,VLo,59,54,5,0,0,0,1,1,2021,59,5,0,-1
2020,AUTOR,VLo,59,54,6,3,0,2,0,3,2021,59,6,2,-1
2020,AUTOR,VLo,59,54,7,0,0,2,0,2,2021,59,7,1,-1
2020,AUTOR,VLo,59,54,8,0,1,0,0,1,2021,59,8,1,0
2020,AUTOR,VLo,59,54,9,0,0,1,0,1,2021,59,9,1,0
2020,AUTOR,VLo,59,54,10,0,0,1,0,1,2021,59,10,1,0
2020,AUTOR,VLo,59,54,11,0,0,1,0,1,2021,59,11,1,0
2020,AUTOR,VLo,59,54,12,0,1,1,0,2,2021,59,12,1,-1
2020,AUTOR,VLo,59,54,13,0,0,1,0,1,2021,59,13,1,0
2020,AUTOR,VLo,59,54,14,0,1,1,0,2,2021,59,14,1,-1
2020,AUTOR,VLo,59,54,15,0,2,0,0,2,2021,59,15,2,0
2020,AUTOR,VLo,59,54,16,0,1,0,0,1,2021,59,16,1,0
2020,AUTOR,VLo,59,54,17,0,0,1,0,1,2021,59,17,1,0
2020,AUTOR,VLo,59,54,18,0,1,0,0,1,2021,59,18,1,0
2020,AUTOR,VLo,59,54,19,0,1,0,0,1,2021,59,19,1,0
2020,AUTOR,VLo,59,54,20,4,2,0,0,3,2021,59,20,2,-1
2020,AUTOR,VLo,59,54,21,0,1,0,0,1,2021,59,21,1,0
2020,AUTOR,VLo,59,54,22,0,1,0,0,1,2021,59,22,1,0
2020,AUTOR,Sh,60,3,1,0,0,0,1,1,2021,60,1,0,-1
2020,AUTOR,Sh,60,3,2,0,1,0,0,1,2021,60,2,1,0
2020,AUTOR,Sh,60,3,3,4,2,0,0,3,2021,60,3,1,-2
2020,AUTOR,VLo,61,46,1,0,1,0,0,1,2021,61,1,0,-1
2020,AUTOR,VLo,61,46,2,0,1,0,0,1,2021,61,2,1,0
2020,AUTOR,VLo,61,46,3,0,1,0,0,1,2021,61,3,1,0
2020,AUTOR,VLo,61,46,4,0,1,0,0,1,2021,61,4,1,0
2020,AUTOR,VLo,61,46,5,0,1,0,0,1,2021,61,5,1,0
2020,AUTOR,VLo,61,46,6,0,1,0,0,1,2021,61,6,1,0
2020,AUTOR,VLo,61,46,7,0,1,0,0,1,2021,61,7,1,0
2020,AUTOR,VLo,61,46,8,0,1,0,0,1,2021,61,8,1,0
2020,AUTOR,VLo,61,46,9,0,1,1,0,2,2021,61,9,1,-1
2020,AUTOR,VLo,61,46,10,0,1,0,0,1,2021,61,10,1,0
2020,AUTOR,VLo,61,46,11,0,1,1,0,2,2021,61,11,1,-1
2020,AUTOR,VLo,61,46,12,0,0,1,0,1,2021,61,12,1,0
2020,AUTOR,VLo,61,46,13,0,1,1,0,2,2021,61,13,1,-1
2020,AUTOR,VLo,61,46,14,0,0,1,0,1,2021,61,14,1,0
2020,AUTOR,VLo,61,46,15,0,1,1,0,2,2021,61,15,1,-1
2020,AUTOR,VLo,61,46,16,0,0,1,0,1,2021,61,16,1,0
2020,AUTOR,VLo,61,46,17,0,1,0,0,1,2021,61,17,1,0
2020,AUTOR,VLo,61,46,18,0,0,1,0,1,2021,61,18,1,0
2020,AUTOR,VLo,61,46,19,0,1,0,0,1,2021,61,19,1,0
2020,AUTOR,VLo,61,46,20,0,2,0,0,2,2021,61,20,1,-1
2020,AUTOR,Me,62,9,1,0,0,1,0,1,2021,62,1,0,-1
2020,AUTOR,Me,62,9,2,0,1,0,0,1,2021,62,2,0,-1
2020,AUTOR,Me,62,9,3,0,0,0,1,1,2021,62,3,1,0
2020,AUTOR,Me,62,9,4,0,0,1,0,1,2021,62,5,0,-1
2020,AUTOR,Me,62,9,5,2,1,0,0,2,2021,62,6,1,-1
2020,AUTOR,Me,62,9,6,0,0,1,0,1,2021,62,7,1,0
2020,AUTOR,Me,62,9,7,0,0,1,0,1,2021,62,8,1,0
2020,AUTOR,Me,62,9,8,0,1,0,0,1,2021,62,9,0,-1
2020,AUTOR,Sh,63,4.8,1,1,0,0,0,1,2021,63,1,1,0
2020,AUTOR,Sh,63,4.8,2,0,1,0,0,1,2021,63,2,1,0
2020,AUTOR,Sh,63,4.8,3,4,0,3,0,4,2021,63,3,2,-2
2020,AUTOR,Lo,64,28,1,0,1,0,0,1,2021,64,1,0,-1
2020,AUTOR,Lo,64,28,2,0,0,0,1,1,2021,64,2,1,0
2020,AUTOR,Lo,64,28,3,0,0,0,1,1,2021,64,3,0,-1
2020,AUTOR,Lo,64,28,4,0,1,0,0,1,2021,64,4,0,-1
2020,AUTOR,Lo,64,28,5,2,3,0,0,4,2021,64,5,1,-3
2020,AUTOR,Lo,64,28,6,2,0,3,0,4,2021,64,6,2,-2
2020,AUTOR,Lo,64,28,7,3,3,0,0,4,2021,64,7,2,-2
2020,AUTOR,Lo,64,28,8,3,1,0,0,2,2021,64,8,1,-1
2020,AUTOR,Lo,64,28,9,0,0,1,0,1,2021,64,9,1,0
2020,AUTOR,Lo,64,28,10,0,0,0,1,1,2021,64,10,0,-1
2020,AUTOR,Lo,64,28,11,0,0,1,0,1,2021,64,11,1,0
2020,AUTOR,Lo,64,28,12,0,0,1,0,1,2021,64,12,1,0
2020,AUTOR,Lo,64,28,13,0,0,1,0,1,2021,64,13,1,0
2020,AUTOR,Lo,64,28,14,0,1,0,0,1,2021,64,14,1,0
2020,AUTOR,Lo,64,28,15,0,1,0,0,1,2021,64,15,1,0
2020,AUTOR,Lo,64,28,16,4,0,0,0,1,2021,64,16,1,0
2020,AUTOR,Me,65,10,1,0,0,1,0,1,2021,65,1,0,-1
2020,AUTOR,Me,65,10,2,0,0,0,1,1,2021,65,2,0,-1
2020,AUTOR,Me,65,10,3,0,0,0,1,1,2021,65,3,0,-1
2020,AUTOR,Me,65,10,4,0,0,0,1,1,2021,65,4,0,-1
2020,AUTOR,Me,65,10,5,4,0,3,0,4,2021,65,5,2,-2
2020,AUTOR,Me,65,10,6,4,0,5,0,6,2021,65,6,1,-5
2020,AUTOR,VLo,66,58,1,0,1,0,0,1,2021,66,1,0,-1
2020,AUTOR,VLo,66,58,2,0,1,0,0,1,2021,66,2,0,-1
2020,AUTOR,VLo,66,58,3,0,0,0,1,1,2021,66,3,0,-1
2020,AUTOR,VLo,66,58,4,0,0,0,1,1,2021,66,4,0,-1
2020,AUTOR,VLo,66,58,5,0,0,0,1,1,2021,66,5,0,-1
2020,AUTOR,VLo,66,58,6,0,0,0,1,1,2021,66,6,1,0
2020,AUTOR,VLo,66,58,7,1,2,2,0,5,2021,66,7,1,-4
2020,AUTOR,VLo,66,58,8,0,0,1,0,1,2021,66,8,1,0
2020,AUTOR,VLo,66,58,9,0,0,1,0,1,2021,66,9,1,0
2020,AUTOR,VLo,66,58,10,0,0,0,1,1,2021,66,10,1,0
2020,AUTOR,VLo,66,58,11,0,0,1,0,1,2021,66,11,2,1
2020,AUTOR,VLo,66,58,12,0,0,1,0,1,2021,66,12,1,0
2020,AUTOR,VLo,66,58,13,0,0,1,0,1,2021,66,13,1,0
2020,AUTOR,VLo,66,58,14,0,0,1,0,1,2021,66,14,1,0
2020,AUTOR,VLo,66,58,15,0,0,1,0,1,2021,66,15,1,0
2020,AUTOR,VLo,66,58,16,0,0,1,0,1,2021,66,16,1,0
2020,AUTOR,VLo,66,58,17,0,0,1,0,1,2021,66,17,1,0
2020,AUTOR,VLo,66,58,18,0,0,1,0,1,2021,66,18,1,0
2020,AUTOR,VLo,66,58,19,0,2,0,0,2,2021,66,19,1,-1
2020,AUTOR,Lo,67,26.5,1,0,1,0,0,1,2021,67,,0,-1
2020,AUTOR,Lo,67,26.5,2,0,0,0,1,1,2021,67,2,0,-1
2020,AUTOR,Lo,67,26.5,3,0,0,0,1,1,2021,67,3,0,-1
2020,AUTOR,Lo,67,26.5,4,2,3,0,0,4,2021,67,4,2,-2
2020,AUTOR,Lo,67,26.5,5,4,1,2,0,4,2021,67,5,2,-2
2020,AUTOR,Lo,67,26.5,6,0,0,1,0,1,2021,67,6,1,0
2020,AUTOR,Lo,67,26.5,7,0,0,1,0,1,2021,67,7,1,0
2020,AUTOR,Lo,67,26.5,8,0,0,1,0,1,2021,67,8,1,0
2020,AUTOR,Lo,67,26.5,9,0,0,1,0,1,2021,67,9,1,0
2020,AUTOR,Lo,67,26.5,10,0,0,1,0,1,2021,67,10,1,0
2020,AUTOR,Lo,67,26.5,11,4,2,0,0,3,2021,67,11,1,-2
2020,AUTOR,Lo,67,26.5,12,0,0,1,0,1,2021,67,12,1,0
2020,AUTOR,Lo,68,26.5,1,0,0,0,1,1,2021,68,1,0,-1
2020,AUTOR,Lo,68,26.5,2,0,0,0,1,1,2021,68,2,0,-1
2020,AUTOR,Lo,68,26.5,3,0,0,0,1,1,2021,68,3,0,-1
2020,AUTOR,Lo,68,26.5,4,0,1,0,0,1,2021,68,4,1,0
2020,AUTOR,Lo,68,26.5,5,3,2,1,0,4,2021,68,5,2,-2
2020,AUTOR,Lo,68,26.5,6,4,0,3,0,4,2021,68,6,1,-3
2020,AUTOR,Lo,68,26.5,7,0,1,0,0,1,2021,68,7,1,0
2020,AUTOR,Lo,68,26.5,8,0,0,1,0,1,2021,68,8,1,0
2020,AUTOR,Lo,68,26.5,9,0,0,1,0,1,2021,68,9,1,0
2020,AUTOR,Lo,68,26.5,10,0,0,1,0,1,2021,68,10,1,0
2020,AUTOR,Lo,68,26.5,11,2,0,0,0,1,2021,68,11,1,0
2020,AUTOR,Lo,68,26.5,12,0,1,0,0,1,2021,68,12,1,0
2020,AUTOR,Lo,68,26.5,13,0,1,0,0,1,2021,68,13,1,0
2020,AUTOR,Me,69,6.5,1,0,0,0,1,1,2021,69,1,1,0
2020,AUTOR,Me,69,6.5,2,0,0,1,0,1,2021,69,2,1,0
2020,AUTOR,Me,69,6.5,3,2,1,2,0,4,2021,69,3,1,-3
2020,AUTOR,Me,69,6.5,4,1,1,1,0,3,2021,69,4,1,-2
2020,AUTOR,VLo,70,42,1,0,1,0,0,1,2021,70,1,0,-1
2020,AUTOR,VLo,70,42,2,0,0,0,1,1,2021,70,2,1,0
2020,AUTOR,VLo,70,42,3,0,0,0,1,1,2021,70,3,1,0
2020,AUTOR,VLo,70,42,4,0,0,0,1,1,2021,70,4,1,0
2020,AUTOR,VLo,70,42,5,0,1,0,0,1,2021,70,5,0,-1
2020,AUTOR,VLo,70,42,6,5,4,0,0,5,2021,70,6,0,-5
2020,AUTOR,VLo,70,42,7,4,3,1,0,5,2021,70,7,1,-4
2020,AUTOR,VLo,70,42,8,4,2,2,0,5,2021,70,8,2,-3
2020,AUTOR,VLo,70,42,9,0,1,0,0,1,2021,70,9,1,0
2020,AUTOR,VLo,70,42,10,0,0,1,0,1,2021,70,10,1,0
2020,AUTOR,VLo,70,42,11,5,2,0,0,3,2021,70,11,2,-1
2020,AUTOR,VLo,70,42,12,0,1,0,0,1,2021,70,12,1,0
2020,AUTOR,VLo,70,42,13,0,0,1,0,1,2021,70,13,1,0
2020,AUTOR,VLo,70,42,14,0,0,1,0,1,2021,70,14,2,1
2020,AUTOR,VLo,70,42,15,0,0,1,0,1,2021,70,15,1,0
2020,AUTOR,VLo,70,42,16,0,0,1,0,1,2021,70,16,1,0
