year,thesis,length,shoot1yo,length1yo,rank1yo,c,v,m,b,#oss,year,shoot1yo,rank1yo,#newshoots,dead buds
2020,AUTOR,Sh,71,5,1,0,1,0,0,1,2021,71,1,0,-1
2020,AUTOR,Sh,71,5,2,0,0,1,0,1,2021,71,2,1,0
2020,AUTOR,Sh,71,5,3,1,1,0,0,2,2021,71,3,1,-1
2020,AUTOR,Sh,71,5,4,1,1,1,0,3,2021,71,4,1,-2
2020,AUTOR,Sh,71,5,5,3,0,3,0,4,2021,71,5,1,-3
2020,AUTOR,Sh,72,3,1,0,1,0,0,1,2021,72,1,1,0
2020,AUTOR,Sh,72,3,2,0,1,0,0,1,2021,72,2,1,0
2020,AUTOR,Sh,72,3,3,4,2,0,0,3,2021,72,3,1,-2
2020,AUTOR,Lo,73,38.5,1,0,1,0,0,1,2021,73,1,0,-1
2020,AUTOR,Lo,73,38.5,2,0,1,0,0,1,2021,73,2,0,-1
2020,AUTOR,Lo,73,38.5,3,0,1,1,0,2,2021,73,3,1,-1
2020,AUTOR,Lo,73,38.5,4,0,0,1,0,1,2021,73,4,1,0
2020,AUTOR,Lo,73,38.5,5,2,2,1,0,4,2021,73,5,3,-1
2020,AUTOR,Lo,73,38.5,6,3,2,1,0,4,2021,73,6,3,-1
2020,AUTOR,Lo,73,38.5,7,0,0,1,0,1,2021,73,7,1,0
2020,AUTOR,Lo,73,38.5,8,0,0,0,1,1,2021,73,8,0,-1
2020,AUTOR,Lo,73,38.5,9,0,0,1,0,1,2021,73,9,2,1
2020,AUTOR,Lo,73,38.5,10,0,0,1,0,1,2021,73,10,2,1
2020,AUTOR,Lo,73,38.5,11,0,0,1,0,1,2021,73,11,0,-1
2020,AUTOR,Lo,73,38.5,12,0,1,0,0,1,2021,73,12,1,0
2020,AUTOR,Lo,73,38.5,13,0,0,1,0,1,2021,73,13,1,0
2020,AUTOR,Lo,73,38.5,14,0,0,1,0,1,2021,73,14,2,1
2020,AUTOR,Lo,73,38.5,15,0,0,1,0,1,2021,73,15,1,0
2020,AUTOR,Me,74,14.5,1,0,0,0,1,1,2021,74,1,0,-1
2020,AUTOR,Me,74,14.5,2,0,0,0,1,1,2021,74,2,0,-1
2020,AUTOR,Me,74,14.5,3,0,0,0,1,1,2021,74,3,0,-1
2020,AUTOR,Me,74,14.5,4,0,1,0,0,1,2021,74,4,2,1
2020,AUTOR,Me,74,14.5,5,2,1,2,0,4,2021,74,5,2,-2
2020,AUTOR,Me,74,14.5,6,1,1,3,0,5,2021,74,6,1,-4
2020,AUTOR,Me,74,14.5,7,5,1,0,0,2,2021,74,7,1,-1
2020,AUTOR,Lo,75,35.5,1,0,0,1,0,1,2021,75,1,1,0
2020,AUTOR,Lo,75,35.5,2,0,1,0,0,1,2021,75,2,1,0
2020,AUTOR,Lo,75,35.5,3,0,0,0,1,1,2021,75,3,0,-1
2020,AUTOR,Lo,75,35.5,4,1,2,0,0,3,2021,75,4,1,-2
2020,AUTOR,Lo,75,35.5,5,1,2,0,0,3,2021,75,5,2,-1
2020,AUTOR,Lo,75,35.5,6,3,1,2,0,4,2021,75,6,1,-3
2020,AUTOR,Lo,75,35.5,7,5,3,0,0,4,2021,75,7,2,-2
2020,AUTOR,Lo,75,35.5,8,0,1,0,0,1,2021,75,8,1,0
2020,AUTOR,Lo,75,35.5,9,0,1,0,0,1,2021,75,9,1,0
2020,AUTOR,Lo,75,35.5,10,0,1,0,0,1,2021,75,10,1,0
2020,AUTOR,Lo,75,35.5,11,0,1,0,0,1,2021,75,11,1,0
2020,AUTOR,Lo,75,35.5,12,0,1,0,0,1,2021,75,12,1,0
2020,AUTOR,Lo,75,35.5,13,0,1,0,0,1,2021,75,13,1,0
2020,AUTOR,Lo,75,35.5,14,0,1,0,0,1,2021,75,14,1,0
2020,AUTOR,Lo,75,35.5,15,0,1,0,0,1,2021,75,15,1,0
2020,AUTOR,Lo,75,35.5,16,0,1,0,0,1,2021,75,16,1,0
2020,AUTOR,Me,76,13.5,1,0,0,1,0,1,2021,76,1,0,-1
2020,AUTOR,Me,76,13.5,2,0,0,0,1,1,2021,76,2,0,-1
2020,AUTOR,Me,76,13.5,3,0,0,0,1,1,2021,76,3,0,-1
2020,AUTOR,Me,76,13.5,4,3,3,0,0,4,2021,76,4,2,-2
2020,AUTOR,Me,76,13.5,5,4,1,2,0,4,2021,76,5,2,-2
2020,AUTOR,Me,76,13.5,6,4,1,1,0,3,2021,76,6,1,-2
2020,AUTOR,Me,76,13.5,7,0,0,1,0,1,2021,76,7,1,0
2020,AUTOR,Me,76,13.5,8,0,0,1,0,1,2021,76,8,1,0
2020,AUTOR,Lo,77,28,1,0,0,0,1,1,2021,77,1,0,-1
2020,AUTOR,Lo,77,28,2,0,0,0,1,1,2021,77,2,0,-1
2020,AUTOR,Lo,77,28,3,0,0,0,1,1,2021,77,3,0,-1
2020,AUTOR,Lo,77,28,4,0,0,0,1,1,2021,77,4,0,-1
2020,AUTOR,Lo,77,28,5,0,2,0,0,2,2021,77,5,1,-1
2020,AUTOR,Lo,77,28,6,3,1,0,0,2,2021,77,6,1,-1
2020,AUTOR,Lo,77,28,7,0,0,1,0,1,2021,77,7,1,0
2020,AUTOR,Lo,77,28,8,1,1,0,0,2,2021,77,8,1,-1
2020,AUTOR,Lo,77,28,9,4,2,0,0,3,2021,77,9,1,-2
2020,AUTOR,Lo,77,28,10,0,0,1,0,1,2021,77,10,1,0
2020,AUTOR,Lo,77,28,11,5,2,0,0,3,2021,77,11,1,-2
2020,AUTOR,Lo,77,28,12,0,0,1,0,1,2021,77,12,2,1
2020,AUTOR,Lo,77,28,13,0,0,1,0,1,2021,77,13,1,0
2020,AUTOR,Lo,77,28,14,0,0,1,0,1,2021,77,14,1,0
2020,AUTOR,Lo,77,28,15,0,1,0,0,1,2021,77,15,1,0
2020,AUTOR,Lo,77,28,16,0,1,0,0,1,2021,77,16,1,0
2020,AUTOR,Lo,77,28,17,5,0,0,0,1,2021,77,17,1,0
2020,AUTOR,Me,78,14,1,0,0,0,1,1,2021,78,1,0,-1
2020,AUTOR,Me,78,14,2,0,0,0,1,1,2021,78,2,0,-1
2020,AUTOR,Me,78,14,3,0,0,0,1,1,2021,78,3,0,-1
2020,AUTOR,Me,78,14,4,0,0,1,0,2,2021,78,4,0,-2
2020,AUTOR,Me,78,14,5,3,1,1,0,3,2021,78,5,2,-1
2020,AUTOR,Me,78,14,6,0,0,1,0,1,2021,78,6,1,0
2020,AUTOR,Me,78,14,7,6,0,2,0,3,2021,78,7,1,-2
2020,AUTOR,Lo,79,22,1,0,0,0,1,1,2021,79,1,0,-1
2020,AUTOR,Lo,79,22,2,0,0,0,1,1,2021,79,2,0,-1
2020,AUTOR,Lo,79,22,3,0,0,0,1,1,2021,79,3,0,-1
2020,AUTOR,Lo,79,22,4,0,1,0,0,1,2021,79,4,1,0
2020,AUTOR,Lo,79,22,5,1,0,1,0,2,2021,79,5,1,-1
2020,AUTOR,Lo,79,22,6,4,2,3,0,6,2021,79,6,2,-4
2020,AUTOR,Lo,79,22,7,5,0,2,0,3,2021,79,7,1,-2
2020,AUTOR,Lo,79,22,8,0,0,1,0,1,2021,79,8,1,0
2020,AUTOR,Lo,79,22,9,4,1,1,0,3,2021,79,9,2,-1
2020,AUTOR,Lo,79,22,10,0,0,1,0,1,2021,79,10,1,0
2020,AUTOR,Lo,80,38,1,0,0,1,0,1,2021,80,1,0,-1
2020,AUTOR,Lo,80,38,2,1,0,0,0,1,2021,80,2,0,-1
2020,AUTOR,Lo,80,38,3,1,0,0,0,1,2021,80,3,1,0
2020,AUTOR,Lo,80,38,4,0,0,0,1,1,2021,80,4,0,-1
2020,AUTOR,Lo,80,38,5,0,1,1,0,2,2021,80,5,2,0
2020,AUTOR,Lo,80,38,6,3,2,2,0,5,2021,80,6,3,-2
2020,AUTOR,Lo,80,38,7,2,0,4,0,5,2021,80,7,0,-5
2020,AUTOR,Lo,80,38,8,4,1,3,0,5,2021,80,8,1,-4
2020,AUTOR,Lo,80,38,9,0,0,1,0,1,2021,80,9,1,0
2020,AUTOR,Lo,80,38,10,4,1,1,0,3,2021,80,10,3,0
2020,AUTOR,Lo,80,38,11,0,1,0,0,1,2021,80,11,1,0
2020,AUTOR,Lo,80,38,12,0,1,0,0,1,2021,80,12,1,0
2020,AUTOR,Me,81,6,1,0,1,0,0,1,2021,,,,
2020,AUTOR,Me,81,6,2,1,0,0,0,1,2021,,,,
2020,AUTOR,Me,81,6,3,1,0,0,0,1,2021,,,,
2020,AUTOR,Me,81,6,4,1,0,0,0,1,2021,,,,
2020,AUTOR,Sh,82,1,1,0,0,1,0,1,2021,,,,
2020,AUTOR,Sh,82,1,2,1,0,0,0,1,2021,,,,
2020,AUTOR,VLo,83,66.5,1,0,1,0,0,1,2021,83,1,1,0
2020,AUTOR,VLo,83,66.5,2,0,1,0,0,1,2021,83,2,1,0
2020,AUTOR,VLo,83,66.5,3,0,0,1,0,1,2021,83,3,1,0
2020,AUTOR,VLo,83,66.5,4,1,1,0,0,2,2021,83,4,1,-1
2020,AUTOR,VLo,83,66.5,5,2,3,0,0,4,2021,83,5,2,-2
2020,AUTOR,VLo,83,66.5,6,5,3,0,0,4,2021,83,6,3,-1
2020,AUTOR,VLo,83,66.5,7,5,2,2,0,5,2021,83,7,2,-3
2020,AUTOR,VLo,83,66.5,8,4,0,4,0,5,2021,83,8,2,-3
2020,AUTOR,VLo,83,66.5,9,0,1,0,0,1,2021,83,9,2,1
2020,AUTOR,VLo,83,66.5,10,0,0,1,0,1,2021,83,10,1,0
2020,AUTOR,VLo,83,66.5,11,0,0,1,0,1,2021,83,11,1,0
2020,AUTOR,VLo,83,66.5,12,0,0,1,0,1,2021,83,12,1,0
2020,AUTOR,VLo,83,66.5,13,0,1,0,0,1,2021,83,13,1,0
2020,AUTOR,VLo,83,66.5,14,0,1,0,0,1,2021,83,14,1,0
2020,AUTOR,VLo,83,66.5,15,0,1,0,0,1,2021,83,15,1,0
2020,AUTOR,VLo,83,66.5,16,0,2,0,0,2,2021,83,16,1,-1
2020,AUTOR,VLo,83,66.5,17,0,2,0,0,2,2021,83,17,1,-1
2020,AUTOR,VLo,83,66.5,18,0,3,0,0,3,2021,83,18,1,-2
2020,AUTOR,Me,84,16,1,0,0,0,1,1,2021,84,1,0,-1
2020,AUTOR,Me,84,16,2,0,0,0,1,1,2021,84,2,0,-1
2020,AUTOR,Me,84,16,3,0,0,0,1,1,2021,84,3,0,-1
2020,AUTOR,Me,84,16,4,0,1,0,0,1,2021,84,4,1,0
2020,AUTOR,Me,84,16,5,0,0,0,1,1,2021,84,5,0,-1
2020,AUTOR,Me,84,16,6,2,1,2,0,4,2021,84,6,2,-2
2020,AUTOR,Me,84,16,7,1,0,0,0,1,2021,84,7,1,0
2020,AUTOR,Me,84,16,8,0,0,1,0,1,2021,84,8,1,0
2020,AUTOR,Lo,85,22.5,1,0,0,0,1,1,2021,85,1,0,-1
2020,AUTOR,Lo,85,22.5,2,0,0,0,1,1,2021,85,2,0,-1
2020,AUTOR,Lo,85,22.5,3,0,0,0,1,1,2021,85,3,1,0
2020,AUTOR,Lo,85,22.5,4,0,0,0,1,1,2021,85,4,1,0
2020,AUTOR,Lo,85,22.5,5,3,1,1,0,3,2021,85,5,2,-1
2020,AUTOR,Lo,85,22.5,6,4,1,1,0,3,2021,85,6,2,-1
2020,AUTOR,Lo,85,22.5,7,5,0,2,0,3,2021,85,7,2,-1
2020,AUTOR,VLo,86,45,1,0,0,1,0,1,2021,86,1,0,-1
2020,AUTOR,VLo,86,45,2,0,1,0,0,1,2021,86,2,1,0
2020,AUTOR,VLo,86,45,3,0,1,0,0,1,2021,86,3,1,0
2020,AUTOR,VLo,86,45,4,0,1,0,0,1,2021,86,4,1,0
2020,AUTOR,VLo,86,45,5,2,2,1,0,4,2021,86,5,1,-3
2020,AUTOR,VLo,86,45,6,4,1,2,0,4,2021,86,6,2,-2
2020,AUTOR,VLo,86,45,7,3,0,4,0,5,2021,86,7,2,-3
2020,AUTOR,VLo,86,45,8,0,1,0,0,1,2021,86,8,1,0
2020,AUTOR,VLo,86,45,9,0,0,1,0,1,2021,86,9,1,0
2020,AUTOR,VLo,86,45,10,1,2,1,0,4,2021,86,10,2,-2
2020,AUTOR,VLo,86,45,11,0,0,1,0,1,2021,86,11,1,0
2020,AUTOR,VLo,86,45,12,0,1,0,0,1,2021,86,12,1,0
2020,AUTOR,VLo,86,45,13,0,1,0,0,1,2021,86,13,1,0
2020,AUTOR,VLo,86,45,14,0,1,1,0,2,2021,86,14,2,0
2020,AUTOR,Lo,87,25,1,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,87,25,2,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,87,25,3,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,87,25,4,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,87,25,5,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,87,25,6,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,87,25,7,3,1,3,0,5,2021,,,,
2020,AUTOR,Lo,87,25,8,4,1,2,0,4,2021,,,,
2020,AUTOR,Lo,87,25,9,4,1,3,0,5,2021,,,,
2020,AUTOR,Lo,87,25,10,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,87,25,11,5,1,1,0,3,2021,,,,
2020,AUTOR,Lo,87,25,12,4,2,1,0,4,2021,,,,
2020,AUTOR,Sh,88,4.5,1,0,1,0,0,1,2021,88,1,0,-1
2020,AUTOR,Sh,88,4.5,2,0,0,0,1,1,2021,88,2,1,0
2020,AUTOR,Sh,88,4.5,3,1,2,0,0,3,2021,88,3,2,-1
2020,AUTOR,Sh,88,4.5,4,0,0,1,0,1,2021,88,4,1,0
2020,AUTOR,Lo,89,27,1,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,89,27,2,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,89,27,3,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,89,27,4,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,89,27,5,15,3,0,0,4,2021,,,,
2020,AUTOR,Lo,89,27,6,5,0,5,0,6,2021,,,,
2020,AUTOR,Lo,89,27,7,5,0,1,0,2,2021,,,,
2020,AUTOR,Lo,89,27,8,5,2,2,0,5,2021,,,,
2020,AUTOR,Lo,89,27,9,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,89,27,10,0,1,0,0,1,2021,,,,
2020,AUTOR,VLo,90,41,1,0,0,1,0,1,2021,90,1,0,-1
2020,AUTOR,VLo,90,41,2,0,1,0,0,1,2021,90,2,0,-1
2020,AUTOR,VLo,90,41,3,0,0,0,1,1,2021,90,3,0,-1
2020,AUTOR,VLo,90,41,4,0,1,0,0,1,2021,90,4,0,-1
2020,AUTOR,VLo,90,41,5,1,4,1,0,6,2021,90,5,1,-5
2020,AUTOR,VLo,90,41,6,1,0,0,0,1,2021,90,6,1,0
2020,AUTOR,VLo,90,41,7,0,1,0,0,1,2021,90,7,2,1
2020,AUTOR,VLo,90,41,8,0,0,1,0,1,2021,90,8,1,0
2020,AUTOR,VLo,90,41,9,4,1,2,0,4,2021,90,9,2,-2
2020,AUTOR,VLo,90,41,10,4,2,1,0,4,2021,90,10,3,-1
2020,AUTOR,VLo,90,41,11,5,2,1,0,4,2021,90,11,2,-2
2020,AUTOR,VLo,90,41,12,3,1,0,0,2,2021,90,12,2,0
2020,AUTOR,VLo,90,41,13,5,1,0,0,2,2021,90,13,1,-1
2020,AUTOR,VLo,90,41,14,0,0,1,0,1,2021,90,14,0,-1
2020,AUTOR,VLo,90,41,15,0,0,1,0,1,2021,90,15,1,0
2020,AUTOR,VLo,90,41,16,0,0,1,0,1,2021,90,16,1,0
2020,AUTOR,VLo,90,41,17,0,0,1,0,1,2021,90,17,1,0
2020,AUTOR,VLo,90,41,18,2,0,0,0,1,2021,90,18,1,0
2020,AUTOR,VLo,90,41,19,3,0,0,0,1,2021,90,19,1,0
2020,AUTOR,Sh,91,2,1,0,1,0,0,1,2021,91,1,0,-1
2020,AUTOR,Sh,91,2,2,2,3,0,0,4,2021,91,2,1,-3
2020,AUTOR,Me,92,18,1,0,0,0,1,1,2021,92,1,0,-1
2020,AUTOR,Me,92,18,2,0,0,0,1,1,2021,92,2,0,-1
2020,AUTOR,Me,92,18,3,0,1,0,0,1,2021,92,3,0,-1
2020,AUTOR,Me,92,18,4,0,0,1,0,1,2021,92,4,0,-1
2020,AUTOR,Me,92,18,5,6,4,1,0,6,2021,92,5,2,-4
2020,AUTOR,Me,92,18,6,2,1,3,0,5,2021,92,6,2,-3
2020,AUTOR,Me,92,18,7,0,1,0,0,1,2021,92,7,1,0
2020,AUTOR,Sh,93,4,1,0,0,0,1,1,2021,93,1,0,-1
2020,AUTOR,Sh,93,4,2,0,0,0,1,1,2021,93,2,0,-1
2020,AUTOR,Sh,93,4,3,0,0,0,1,1,2021,93,3,0,-1
2020,AUTOR,Sh,93,4,4,2,1,0,0,2,2021,93,4,1,-1
2020,AUTOR,Sh,93,4,5,0,1,2,0,3,2021,93,5,2,-1
2020,AUTOR,Sh,94,3,1,0,0,1,0,1,2021,94,1,0,-1
2020,AUTOR,Sh,94,3,2,0,0,0,1,1,2021,94,2,0,-1
2020,AUTOR,Sh,94,3,3,0,1,0,0,1,2021,94,3,1,0
2020,AUTOR,Sh,94,3,4,0,2,0,0,2,2021,94,4,2,0
2020,AUTOR,VLo,95,43.5,1,0,0,1,0,1,2021,95,1,0,-1
2020,AUTOR,VLo,95,43.5,2,0,0,0,1,1,2021,95,2,0,-1
2020,AUTOR,VLo,95,43.5,3,0,0,0,1,1,2021,95,3,0,-1
2020,AUTOR,VLo,95,43.5,4,0,0,0,1,1,2021,95,4,0,-1
2020,AUTOR,VLo,95,43.5,5,0,0,1,0,1,2021,95,5,1,0
2020,AUTOR,VLo,95,43.5,6,5,5,2,0,8,2021,95,6,4,-4
2020,AUTOR,VLo,95,43.5,7,5,0,3,0,4,2021,95,7,2,-2
2020,AUTOR,VLo,95,43.5,8,0,1,1,0,2,2021,95,8,1,-1
2020,AUTOR,VLo,95,43.5,9,5,2,1,0,4,2021,95,9,3,-1
2020,AUTOR,VLo,95,43.5,10,0,0,1,0,1,2021,95,10,1,0
2020,AUTOR,VLo,95,43.5,11,0,0,1,0,1,2021,95,11,1,0
2020,AUTOR,VLo,95,43.5,12,0,0,1,0,1,2021,95,12,1,0
2020,AUTOR,VLo,95,43.5,13,0,0,1,0,1,2021,95,13,1,0
2020,AUTOR,VLo,95,43.5,14,0,0,1,0,1,2021,95,14,1,0
2020,AUTOR,VLo,95,43.5,15,4,2,1,0,4,2021,95,15,4,0
2020,AUTOR,VLo,95,43.5,16,0,0,1,0,1,2021,95,16,1,0
2020,AUTOR,Sh,96,2.5,1,0,0,1,0,1,2021,,,,
2020,AUTOR,Sh,96,2.5,2,0,0,0,1,1,2021,,,,
2020,AUTOR,Sh,96,2.5,3,3,0,1,0,2,2021,,,,
2020,AUTOR,Lo,97,26,1,0,0,0,1,1,2021,97,1,0,-1
2020,AUTOR,Lo,97,26,2,0,0,0,1,1,2021,97,2,0,-1
2020,AUTOR,Lo,97,26,3,0,1,0,0,1,2021,97,3,1,0
2020,AUTOR,Lo,97,26,4,1,0,0,0,1,2021,97,4,1,0
2020,AUTOR,Lo,97,26,5,4,1,3,0,5,2021,97,5,1,-4
2020,AUTOR,Lo,97,26,6,3,0,2,0,3,2021,97,6,1,-2
2020,AUTOR,Lo,97,26,7,0,1,0,0,1,2021,97,7,1,0
2020,AUTOR,Lo,97,26,8,5,1,0,0,2,2021,97,8,1,-1
2020,AUTOR,Lo,97,26,9,0,0,1,0,1,2021,97,9,1,0
2020,AUTOR,Me,98,16,1,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,98,16,2,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,98,16,3,0,0,0,1,1,2021,,,,
2020,AUTOR,Me,98,16,4,0,1,0,0,1,2021,,,,
2020,AUTOR,Me,98,16,5,1,0,1,0,2,2021,,,,
2020,AUTOR,Me,98,16,6,4,1,3,0,5,2021,,,,
2020,AUTOR,Me,98,16,7,2,0,3,0,4,2021,,,,
2020,AUTOR,Sh,99,2.5,1,2,1,0,0,2,2021,99,1,1,-1
2020,AUTOR,VLo,100,72,1,0,1,0,0,1,2021,100,1,1,0
2020,AUTOR,VLo,100,72,2,0,1,0,0,1,2021,100,2,1,0
2020,AUTOR,VLo,100,72,3,0,0,0,1,1,2021,100,3,1,0
2020,AUTOR,VLo,100,72,4,0,1,0,0,1,2021,100,4,1,0
2020,AUTOR,VLo,100,72,5,0,2,0,0,2,2021,100,5,1,-1
2020,AUTOR,VLo,100,72,6,0,0,2,0,2,2021,100,6,2,0
2020,AUTOR,VLo,100,72,7,0,1,1,0,2,2021,100,7,1,-1
2020,AUTOR,VLo,100,72,8,2,2,0,0,3,2021,100,8,1,-2
2020,AUTOR,VLo,100,72,9,2,2,2,0,5,2021,100,9,1,-4
2020,AUTOR,VLo,100,72,10,0,1,0,0,1,2021,100,10,1,0
2020,AUTOR,VLo,100,72,11,0,1,0,0,1,2021,100,11,1,0
2020,AUTOR,VLo,100,72,12,0,1,0,0,1,2021,100,12,1,0
2020,AUTOR,VLo,100,72,13,0,1,0,0,1,2021,100,13,1,0
2020,AUTOR,VLo,100,72,14,0,1,0,0,1,2021,100,14,1,0
2020,AUTOR,VLo,100,72,15,0,1,0,0,1,2021,100,15,1,0
2020,AUTOR,VLo,100,72,16,0,1,0,0,1,2021,100,16,1,0
2020,AUTOR,VLo,100,72,17,0,1,0,0,1,2021,100,17,1,0
2020,AUTOR,VLo,100,72,18,0,0,1,0,1,2021,100,18,1,0
2020,AUTOR,VLo,100,72,19,0,0,1,0,1,2021,100,19,1,0
2020,AUTOR,VLo,100,72,20,0,0,1,0,1,2021,100,20,1,0
2020,AUTOR,VLo,100,72,21,0,1,0,0,1,2021,100,21,1,0
2020,AUTOR,VLo,100,72,22,0,1,0,0,1,2021,100,22,1,0
2020,AUTOR,VLo,100,72,23,0,3,0,0,3,2021,100,23,2,-1
2020,AUTOR,Lo,101,32,1,0,0,0,1,1,2021,,,,
2020,AUTOR,Lo,101,32,2,4,1,0,0,2,2021,,,,
2020,AUTOR,Lo,101,32,3,1,1,1,0,3,2021,,,,
2020,AUTOR,Lo,101,32,4,2,0,2,0,3,2021,,,,
2020,AUTOR,Lo,101,32,5,4,2,0,0,3,2021,,,,
2020,AUTOR,Lo,101,32,6,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,101,32,7,2,0,2,0,3,2021,,,,
2020,AUTOR,Lo,101,32,8,5,1,1,0,3,2021,,,,
2020,AUTOR,Lo,101,32,9,5,1,0,0,2,2021,,,,
2020,AUTOR,Lo,101,32,10,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,101,32,11,4,2,0,0,3,2021,,,,
2020,AUTOR,Me,102,10,1,0,1,0,0,1,2021,102,1,0,-1
2020,AUTOR,Me,102,10,2,0,1,0,0,1,2021,102,2,0,-1
2020,AUTOR,Me,102,10,3,0,0,0,1,1,2021,102,3,0,-1
2020,AUTOR,Me,102,10,4,2,1,1,0,3,2021,102,4,1,-2
2020,AUTOR,Me,102,10,5,0,1,1,0,2,2021,102,5,2,0
2020,AUTOR,Me,102,10,6,0,1,0,0,1,2021,102,6,1,0
2020,AUTOR,Me,102,10,7,5,1,0,0,2,2021,102,7,1,-1
2020,AUTOR,Sh,103,2.5,1,0,0,0,1,1,2021,103,1,0,-1
2020,AUTOR,Sh,103,2.5,2,0,0,0,1,1,2021,103,2,0,-1
2020,AUTOR,Sh,103,2.5,3,0,0,1,0,1,2021,103,3,0,-1
2020,AUTOR,Sh,103,2.5,4,1,0,3,0,4,2021,103,4,2,-2
2020,AUTOR,Lo,104,33,1,0,1,0,0,1,2021,104,1,0,-1
2020,AUTOR,Lo,104,33,2,0,1,0,0,1,2021,104,2,0,-1
2020,AUTOR,Lo,104,33,3,0,1,0,0,1,2021,104,3,0,-1
2020,AUTOR,Lo,104,33,4,0,0,1,0,1,2021,104,4,1,0
2020,AUTOR,Lo,104,33,5,0,1,3,0,4,2021,104,5,2,-2
2020,AUTOR,Lo,104,33,6,0,1,0,0,1,2021,104,6,1,0
2020,AUTOR,Lo,104,33,7,0,0,1,0,1,2021,104,7,1,0
2020,AUTOR,Lo,104,33,8,0,0,1,0,1,2021,104,8,2,1
2020,AUTOR,Lo,104,33,9,0,0,1,0,1,2021,104,9,2,1
2020,AUTOR,Lo,104,33,10,0,0,1,0,1,2021,104,10,1,0
2020,AUTOR,Lo,104,33,11,0,1,0,0,1,2021,104,11,1,0
2020,AUTOR,Lo,104,33,12,0,0,1,0,1,2021,104,12,1,0
2020,AUTOR,Sh,105,2.5,1,0,0,1,0,1,2021,105,1,1,0
2020,AUTOR,Sh,105,2.5,2,0,1,0,0,1,2021,105,2,1,0
2020,AUTOR,Sh,105,2.5,3,3,1,1,0,3,2021,105,4,1,-2
2020,AUTOR,Sh,106,3.5,1,0,1,0,0,1,2021,,,,
2020,AUTOR,Sh,106,3.5,2,0,1,0,0,1,2021,,,,
2020,AUTOR,Sh,106,3.5,3,0,0,0,1,1,2021,,,,
2020,AUTOR,Sh,106,3.5,4,4,1,1,0,3,2021,,,,
2020,AUTOR,Lo,107,30,1,0,1,0,0,1,2021,107,1,1,0
2020,AUTOR,Lo,107,30,2,0,0,1,0,1,2021,107,2,1,0
2020,AUTOR,Lo,107,30,3,0,0,0,1,1,2021,107,3,0,-1
2020,AUTOR,Lo,107,30,4,0,2,1,0,3,2021,107,4,2,-1
2020,AUTOR,Lo,107,30,5,2,1,2,0,4,2021,107,5,2,-2
2020,AUTOR,Lo,107,30,6,0,0,1,0,1,2021,107,6,2,1
2020,AUTOR,Lo,107,30,7,6,3,1,0,5,2021,107,7,2,-3
2020,AUTOR,Lo,107,30,8,0,0,1,0,1,2021,107,8,2,1
2020,AUTOR,Lo,107,30,9,0,0,1,0,1,2021,107,9,2,1
2020,AUTOR,Lo,107,30,10,0,0,1,0,1,2021,107,10,2,1
2020,AUTOR,Lo,107,30,11,0,1,0,0,1,2021,107,11,1,0
2020,AUTOR,Lo,107,30,12,0,0,1,0,1,2021,107,12,1,0
2020,AUTOR,Lo,107,30,13,0,0,1,0,1,2021,107,13,1,0
2020,AUTOR,Lo,108,25,1,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,108,25,2,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,3,2,3,0,0,4,2021,,,,
2020,AUTOR,Lo,108,25,4,0,2,1,0,3,2021,,,,
2020,AUTOR,Lo,108,25,5,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,108,25,6,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,7,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,8,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,9,0,1,0,0,1,2021,,,,
2020,AUTOR,Lo,108,25,10,4,2,0,0,3,2021,,,,
2020,AUTOR,Lo,108,25,11,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,12,0,0,1,0,1,2021,,,,
2020,AUTOR,Lo,108,25,13,0,1,1,0,2,2021,,,,
2020,AUTOR,Me,109,5.5,1,0,0,0,1,1,2021,109,1,1,0
2020,AUTOR,Me,109,5.5,2,0,1,0,0,1,2021,109,2,2,1
2020,AUTOR,Me,109,5.5,3,3,3,0,0,4,2021,109,3,2,-2
2020,AUTOR,Me,109,5.5,4,0,1,2,0,3,2021,109,4,0,-3
2020,AUTOR,Me,109,5.5,5,3,1,0,0,2,2021,109,5,1,-1
