"tesi","Length","Diam","class","shoot","Tree","Length.node.","rank_node","normal_distance","median_distance","distance_abs","c","v","m","cl","nu","b","tot_buds","fate","new_shoots","from_","length2yo.cm.","length.newshoots","X.nodes2yo","c.1","v.1","m.1","cic.1","cl.1","B.1"
"AUTOR",30,5.09,"Lo",9,8,15,7,0.07,-1,1,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",4,1,0,0,0,0,3
"AUTOR",30,5.09,"Lo",9,8,15,8,0,0,0,0,0,1,0,0,0,2,"V",1,"PROL",2,"Sh",5,2,3,0,0,0,3
"AUTOR",30,5.09,"Lo",9,8,15,8,0,0,0,0,1,0,1,2,0,2,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",30,5.09,"Lo",9,8,15,9,0.07,1,1,0,0,0,1,3,0,1,"M",1,"PROL",2.5,"Sh",1,0,0,0,1,0,0
"AUTOR",30,5.09,"Lo",9,8,15,10,0.13,2,2,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",30,5.09,"Lo",9,8,15,11,0.2,3,3,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",30,5.09,"Lo",9,8,15,12,0.27,4,4,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",3,0,1,1,0,0,1
"AUTOR",30,5.09,"Lo",9,8,15,13,0.33,5,5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",30,5.09,"Lo",9,8,15,14,0.4,6,6,0,0,0,0,0,0,1,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",30,5.09,"Lo",9,8,15,15,0.47,7,7,0,0,0,0,0,0,1,"V",1,"PROL",4.5,"Sh",6,1,2,1,0,0,3
"AUTOR",57,6.8,"VLo",10,8,14,1,0.46,-6.5,6.5,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",3,0,3,0,0,0,1
"AUTOR",57,6.8,"VLo",10,8,14,2,0.39,-5.5,5.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",3,0,1,0,1,0,1
"AUTOR",57,6.8,"VLo",10,8,14,3,0.32,-4.5,4.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",3,0,2,0,1,0,1
"AUTOR",57,6.8,"VLo",10,8,14,4,0.25,-3.5,3.5,0,0,0,1,1,0,1,"M",1,"PROL",4,"Sh",4,0,4,0,1,0,1
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,4,4,1,1,0,9,"M",1,"PROL",4,"Sh",4,0,1,0,1,0,2
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,3,5,0,0,0,9,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,3,5,0,0,0,9,"V",1,"PROL",2,"Sh",3,0,2,0,0,0,1
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,3,5,0,0,0,9,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,3,5,0,0,0,9,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,4,4,0,0,0,9,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,4,4,0,0,0,9,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,4,4,0,0,0,9,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,5,0.18,-2.5,2.5,0,4,4,0,0,0,9,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,6,0.11,-1.5,1.5,0,0,0,0,0,0,1,"V",1,"PROL",9.5,"Me",7,5,7,0,0,0,1
"AUTOR",57,6.8,"VLo",10,8,14,7,0.04,-0.5,0.5,0,0,0,1,3,0,1,"M",1,"PROL",5.5,"Me",6,0,7,0,1,0,0
"AUTOR",57,6.8,"VLo",10,8,14,8,0.04,0.5,0.5,0,0,0,0,0,0,1,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",57,6.8,"VLo",10,8,14,9,0.11,1.5,1.5,0,0,0,1,4,0,1,"M",1,"PROL",5,"Sh",5,0,6,0,1,0,1
"AUTOR",57,6.8,"VLo",10,8,14,10,0.18,2.5,2.5,0,0,0,0,0,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,0,0,0
"AUTOR",57,6.8,"VLo",10,8,14,11,0.25,3.5,3.5,0,0,0,1,2,0,1,"M",1,"PROL",4.5,"Sh",5,0,4,0,2,0,1
"AUTOR",57,6.8,"VLo",10,8,14,12,0.32,4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,2,2,0,0,0,3
"AUTOR",57,6.8,"VLo",10,8,14,13,0.39,5.5,5.5,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",57,6.8,"VLo",10,8,14,14,0.46,6.5,6.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,0,0,3
"AUTOR",2.31,2,"Sh",11,8,3,1,0.33,-1,1,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",3,0,0,0,0,0,3
"AUTOR",2.31,2,"Sh",11,8,3,2,0,0,0,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",2.31,2,"Sh",11,8,3,2,0,0,0,1,0,0,0,0,0,2,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",2.31,2,"Sh",11,8,3,3,0.33,1,1,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",5,1,4,1,0,0,1
"AUTOR",48,6.76,"VLo",12,8,15,1,0.47,-7,7,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",3,0,1,0,0,0,2
"AUTOR",48,6.76,"VLo",12,8,15,2,0.4,-6,6,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",3,0,1,0,0,0,2
"AUTOR",48,6.76,"VLo",12,8,15,3,0.33,-5,5,0,0,1,0,0,0,2,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",48,6.76,"VLo",12,8,15,3,0.33,-5,5,0,1,0,1,2,0,2,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,4,0.27,-4,4,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",4,0,3,0,1,0,2
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,1,3,1,0,0,0,6,"V",1,"SYL",2,"Sh",3,0,2,0,0,0,1
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,1,3,1,0,0,0,6,"V",1,"SYL",2,"Sh",3,0,1,0,0,0,2
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,0,4,1,0,0,0,6,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,1,3,1,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,1,3,1,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,5,0.2,-3,3,1,4,0,1,2,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,6,0.13,-2,2,1,0,2,1,3,0,4,"M",1,"SYL",6,"Me",5,0,4,0,1,0,1
"AUTOR",48,6.76,"VLo",12,8,15,6,0.13,-2,2,0,0,3,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,6,0.13,-2,2,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,6,0.13,-2,2,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,7,0.07,-1,1,0,0,0,1,2,0,1,"M",1,"PROL",5,"Sh",6,0,5,0,1,0,1
"AUTOR",48,6.76,"VLo",12,8,15,8,0,0,0,1,1,0,1,4,0,3,"M",1,"SYL",2,"Sh",3,0,3,0,0,0,0
"AUTOR",48,6.76,"VLo",12,8,15,8,0,0,0,1,0,1,0,0,0,3,"V",1,"SYL",2,"Sh",3,0,3,0,0,0,0
"AUTOR",48,6.76,"VLo",12,8,15,8,0,0,0,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,9,0.07,1,1,0,0,0,0,0,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",48,6.76,"VLo",12,8,15,10,0.13,2,2,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",48,6.76,"VLo",12,8,15,11,0.2,3,3,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",4,0,4,0,1,0,0
"AUTOR",48,6.76,"VLo",12,8,15,12,0.27,4,4,0,0,0,1,3,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",48,6.76,"VLo",12,8,15,13,0.33,5,5,0,0,0,1,4,0,1,"M",1,"PROL",4,"Sh",5,0,2,0,1,0,3
"AUTOR",48,6.76,"VLo",12,8,15,14,0.4,6,6,0,0,0,1,4,0,1,"M",1,"PROL",4,"Sh",1,0,0,0,1,0,0
"AUTOR",48,6.76,"VLo",12,8,15,15,0.47,7,7,0,2,0,1,3,0,3,"M",1,"PROL",3.5,"Sh",3,0,1,0,1,0,2
"AUTOR",48,6.76,"VLo",12,8,15,15,0.47,7,7,0,1,1,0,0,0,3,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",48,6.76,"VLo",12,8,15,15,0.47,7,7,0,1,1,0,0,0,3,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,1,0.47,-7,7,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,2,0.4,-6,6,1,0,3,0,0,0,5,"V",1,"SYL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",37.5,5.88,"Lo",13,8,15,2,0.4,-6,6,0,1,3,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,2,0.4,-6,6,1,1,2,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,2,0.4,-6,6,1,1,2,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,2,0.4,-6,6,1,1,2,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",37.5,5.88,"Lo",13,8,15,3,0.33,-5,5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",4,0,1,0,0,0,3
"AUTOR",37.5,5.88,"Lo",13,8,15,4,0.27,-4,4,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",5,0,5,0,1,0,0
"AUTOR",37.5,5.88,"Lo",13,8,15,5,0.2,-3,3,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",3,0,1,0,0,0,2
"AUTOR",37.5,5.88,"Lo",13,8,15,6,0.13,-2,2,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",5,1,6,0,0,0,0
"AUTOR",37.5,5.88,"Lo",13,8,15,7,0.07,-1,1,0,0,0,0,0,0,1,"V",1,"PROL",2.5,"Sh",4,1,2,0,0,0,2
"AUTOR",37.5,5.88,"Lo",13,8,15,8,0,0,0,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",5,1,1,0,0,0,3
"AUTOR",37.5,5.88,"Lo",13,8,15,9,0.07,1,1,0,0,0,0,0,0,1,"V",1,"PROL",7,"Me",6,0,2,0,0,0,4
"AUTOR",37.5,5.88,"Lo",13,8,15,10,0.13,2,2,0,0,0,1,4,0,1,"M",1,"PROL",3,"Sh",5,1,2,0,0,0,2
"AUTOR",37.5,5.88,"Lo",13,8,15,11,0.2,3,3,0,0,0,0,0,0,1,"V",1,"PROL",3.5,"Sh",1,0,0,0,1,0,0
"AUTOR",37.5,5.88,"Lo",13,8,15,12,0.27,4,4,0,0,0,0,0,0,1,"V",1,"PROL",5,"Sh",6,2,1,2,0,0,2
"AUTOR",37.5,5.88,"Lo",13,8,15,13,0.33,5,5,0,0,0,0,0,0,1,"V",1,"PROL",9,"Me",7,1,5,0,0,0,4
"AUTOR",37.5,5.88,"Lo",13,8,15,14,0.4,6,6,0,0,0,0,0,0,1,"V",1,"PROL",10,"Me",7,8,2,2,0,0,1
"AUTOR",37.5,5.88,"Lo",13,8,15,15,0.47,7,7,0,0,0,0,0,0,1,"V",1,"PROL",21,"Lo",12,3,1,4,0,0,4
"AUTOR",45.4,7.68,"VLo",14,8,17,1,0.47,-8,8,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",45.4,7.68,"VLo",14,8,17,2,0.41,-7,7,0,0,0,1,1,0,1,"M",1,"PROL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,3,0.35,-6,6,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",45.4,7.68,"VLo",14,8,17,4,0.29,-5,5,1,1,2,1,2,0,5,"M",1,"SYL",3,"Sh",4,1,2,0,0,0,1
"AUTOR",45.4,7.68,"VLo",14,8,17,4,0.29,-5,5,1,0,3,0,0,0,5,"V",1,"SYL",2,"Sh",3,0,2,0,0,0,1
"AUTOR",45.4,7.68,"VLo",14,8,17,4,0.29,-5,5,0,1,3,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",45.4,7.68,"VLo",14,8,17,4,0.29,-5,5,1,1,2,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",45.4,7.68,"VLo",14,8,17,4,0.29,-5,5,1,1,2,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",45.4,7.68,"VLo",14,8,17,5,0.24,-4,4,0,0,0,1,2,0,1,"M",1,"PROL",5,"Sh",4,0,3,0,1,0,1
"AUTOR",45.4,7.68,"VLo",14,8,17,6,0.18,-3,3,0,0,0,1,4,0,1,"M",1,"PROL",3,"Sh",5,0,3,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,7,0.12,-2,2,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,8,0.06,-1,1,0,0,0,1,3,0,1,"M",1,"PROL",5,"Sh",5,0,3,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,9,0,0,0,0,0,0,1,3,0,1,"M",1,"PROL",5,"Sh",6,0,4,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,10,0.06,1,1,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",5,0,3,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,11,0.12,2,2,0,0,0,1,4,0,1,"M",1,"PROL",5,"Sh",5,0,3,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,12,0.18,3,3,0,0,0,0,0,0,1,"M",1,"PROL",2.5,"Sh",4,0,2,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,13,0.24,4,4,0,0,0,0,0,0,1,"M",1,"PROL",6,"Me",5,0,3,0,1,0,12
"AUTOR",45.4,7.68,"VLo",14,8,17,14,0.29,5,5,0,0,0,0,0,0,1,"V",1,"PROL",5,"Sh",5,1,1,0,0,0,3
"AUTOR",45.4,7.68,"VLo",14,8,17,15,0.35,6,6,0,0,0,0,0,0,1,"V",1,"PROL",5,"Sh",5,1,1,0,1,0,2
"AUTOR",45.4,7.68,"VLo",14,8,17,16,0.41,7,7,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",3,1,1,0,0,0,1
"AUTOR",45.4,7.68,"VLo",14,8,17,17,0.47,8,8,0,1,0,0,0,0,2,"V",1,"PROL",13,"Me",8,4,4,0,0,0,5
"AUTOR",45.4,7.68,"VLo",14,8,17,17,0.47,8,8,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,1,0.47,-7.5,7.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,2,0.41,-6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",44,6.91,"VLo",15,8,16,3,0.34,-5.5,5.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",44,6.91,"VLo",15,8,16,4,0.28,-4.5,4.5,0,1,0,2,4,0,2,"M",1,"PROL",2,"Sh",5,0,2,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,4,0.28,-4.5,4.5,0,0,1,0,0,0,2,"V",1,"PROL",1,"Sh",3,0,1,0,0,0,2
"AUTOR",44,6.91,"VLo",15,8,16,5,0.22,-3.5,3.5,1,0,3,1,2,0,5,"M",1,"SYL",1,"Sh",3,0,1,0,0,0,1
"AUTOR",44,6.91,"VLo",15,8,16,5,0.22,-3.5,3.5,1,0,3,0,0,0,5,"M",1,"SYL",2,"Sh",3,0,2,0,1,0,0
"AUTOR",44,6.91,"VLo",15,8,16,5,0.22,-3.5,3.5,0,0,4,0,0,0,5,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,5,0.22,-3.5,3.5,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,5,0.22,-3.5,3.5,1,0,3,0,0,0,5,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,6,0.16,-2.5,2.5,1,1,1,1,3,0,4,"M",1,"SYL",1,"Sh",3,0,2,0,1,0,0
"AUTOR",44,6.91,"VLo",15,8,16,6,0.16,-2.5,2.5,1,0,2,0,0,0,4,"V",1,"SYL",3,"Sh",5,0,4,0,0,0,2
"AUTOR",44,6.91,"VLo",15,8,16,6,0.16,-2.5,2.5,0,1,2,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,6,0.16,-2.5,2.5,1,1,1,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,7,0.09,-1.5,1.5,0,0,0,0,0,0,1,"M",1,"PROL",3.5,"Sh",5,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,8,0.03,-0.5,0.5,1,2,0,1,4,0,4,"M",1,"SYL",2,"Sh",5,0,1,0,1,0,3
"AUTOR",44,6.91,"VLo",15,8,16,8,0.03,-0.5,0.5,1,1,1,0,0,0,4,"V",1,"SYL",1,"Sh",3,0,2,0,0,0,1
"AUTOR",44,6.91,"VLo",15,8,16,8,0.03,-0.5,0.5,0,2,1,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,8,0.03,-0.5,0.5,1,1,1,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",44,6.91,"VLo",15,8,16,9,0.03,0.5,0.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",6,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,10,0.09,1.5,1.5,0,0,0,1,4,0,1,"M",1,"PROL",3,"Sh",5,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,11,0.16,2.5,2.5,0,0,0,1,4,0,1,"M",1,"PROL",3,"Sh",6,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,12,0.22,3.5,3.5,0,0,0,1,3,0,1,"M",1,"PROL",3.5,"Sh",5,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,13,0.28,4.5,4.5,0,0,0,0,0,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",44,6.91,"VLo",15,8,16,14,0.34,5.5,5.5,0,0,0,0,0,0,1,"V",1,"PROL",4.5,"Sh",6,0,2,1,0,0,3
"AUTOR",44,6.91,"VLo",15,8,16,15,0.41,6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",4.5,"Sh",6,1,2,0,0,0,4
"AUTOR",44,6.91,"VLo",15,8,16,16,0.47,7.5,7.5,0,1,0,0,0,0,2,"V",1,"PROL",7,"Me",8,2,2,0,0,0,5
"AUTOR",44,6.91,"VLo",15,8,16,16,0.47,7.5,7.5,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,1,0.47,-7,7,0,0,0,0,0,0,1,"B",1,"PROL",2,"Sh",2,0,0,1,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,2,0.4,-6,6,0,0,0,0,0,0,1,"B",1,"PROL",0.5,"Sh",2,0,1,0,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,3,0.33,-5,5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",5,1,2,0,0,0,3
"AUTOR",33,6.4,"Lo",16,8,15,4,0.27,-4,4,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",6,0,3,0,0,0,3
"AUTOR",33,6.4,"Lo",16,8,15,5,0.2,-3,3,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",3,0,2,0,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,6,0.13,-2,2,0,0,0,2,5,0,1,"M",1,"PROL",0.1,"Sh",1,0,1,0,0,0,0
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,1,0,4,0,0,0,6,"M",1,"SYL",3,"Sh",3,0,2,0,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,0,0,5,0,0,0,6,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,7,0.07,-1,1,1,0,4,0,0,0,6,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,8,0,0,0,1,1,0,0,0,0,3,"V",1,"SYL",0.1,"Sh",1,0,1,0,0,0,0
"AUTOR",33,6.4,"Lo",16,8,15,8,0,0,0,1,1,0,0,0,0,3,"V",1,"SYL",1,"Sh",3,0,1,0,1,0,1
"AUTOR",33,6.4,"Lo",16,8,15,8,0,0,0,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,9,0.07,1,1,1,1,0,0,0,0,3,"V",1,"SYL",4,"Sh",5,1,2,0,0,0,2
"AUTOR",33,6.4,"Lo",16,8,15,9,0.07,1,1,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,9,0.07,1,1,1,1,0,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,10,0.13,2,2,1,1,0,0,0,0,3,"V",1,"SYL",2,"Sh",4,2,4,1,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,10,0.13,2,2,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,10,0.13,2,2,1,1,0,0,0,0,3,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,11,0.2,3,3,1,1,0,0,0,0,3,"V",1,"SYL",0.5,"Sh",2,0,3,0,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,11,0.2,3,3,1,1,0,0,0,0,3,"V",1,"SYL",1,"Sh",3,0,2,0,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,11,0.2,3,3,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,12,0.27,4,4,0,0,0,0,0,0,1,"M",1,"PROL",2.5,"Sh",5,0,2,0,0,0,3
"AUTOR",33,6.4,"Lo",16,8,15,13,0.33,5,5,1,0,0,0,0,0,2,"V",1,"SYL",3,"Sh",6,3,7,1,0,0,1
"AUTOR",33,6.4,"Lo",16,8,15,13,0.33,5,5,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,14,0.4,6,6,0,0,0,0,0,0,1,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",33,6.4,"Lo",16,8,15,15,0.47,7,7,0,0,0,0,0,0,1,"V",1,"PROL",7,"Me",7,6,6,2,0,0,1
"AUTOR",21,4.23,"Lo",17,8,8,1,0.44,-3.5,3.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",21,4.23,"Lo",17,8,8,2,0.31,-2.5,2.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",5,0,2,0,1,0,2
"AUTOR",21,4.23,"Lo",17,8,8,3,0.19,-1.5,1.5,0,0,0,1,3,0,1,"M",1,"PROL",2,"Sh",6,0,1,0,1,0,5
"AUTOR",21,4.23,"Lo",17,8,8,4,0.06,-0.5,0.5,0,0,1,1,2,0,2,"M",1,"PROL",1,"Sh",2,0,1,0,1,0,0
