"tesi","Length","Diam","class","shoot","Tree","Length.node.","rank_node","normal_distance","median_distance","distance_abs","c","v","m","cl","nu","b","tot_buds","fate","new_shoots","from_","length2yo.cm.","length.newshoots","X.nodes2yo","c.1","v.1","m.1","cic.1","cl.1","B.1"
"AUTOR",21,4.23,"Lo",17,8,8,4,0.06,-0.5,0.5,0,0,1,0,0,0,2,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",21,4.23,"Lo",17,8,8,5,0.06,0.5,0.5,1,1,1,1,2,0,4,"M",1,"SYL",3.5,"Sh",4,0,0,1,0,0,3
"AUTOR",21,4.23,"Lo",17,8,8,5,0.06,0.5,0.5,1,0,2,0,0,0,4,"V",1,"SYL",2,"Sh",3,0,2,0,0,0,1
"AUTOR",21,4.23,"Lo",17,8,8,5,0.06,0.5,0.5,0,1,2,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",21,4.23,"Lo",17,8,8,5,0.06,0.5,0.5,1,1,1,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",21,4.23,"Lo",17,8,8,6,0.19,1.5,1.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",6,0,3,0,1,0,3
"AUTOR",21,4.23,"Lo",17,8,8,7,0.31,2.5,2.5,0,1,0,0,0,0,2,"C",1,"SYL",2,"Sh",2,0,2,0,1,0,0
"AUTOR",21,4.23,"Lo",17,8,8,7,0.31,2.5,2.5,1,0,0,0,0,0,2,"V",1,"SYL",4,"Sh",5,1,2,0,0,0,3
"AUTOR",21,4.23,"Lo",17,8,8,8,0.44,3.5,3.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",8.5,3.69,"Me",18,8,6,1,0.42,-2.5,2.5,0,0,0,1,1,0,1,"M",1,"PROL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",8.5,3.69,"Me",18,8,6,2,0.25,-1.5,1.5,0,0,0,1,1,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",8.5,3.69,"Me",18,8,6,3,0.08,-0.5,0.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",8.5,3.69,"Me",18,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",1,"SYL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",8.5,3.69,"Me",18,8,6,4,0.08,0.5,0.5,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,5,0.25,1.5,1.5,0,0,2,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,5,0.25,1.5,1.5,1,0,1,0,0,0,3,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,5,0.25,1.5,1.5,1,0,1,0,0,0,3,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",8.5,3.69,"Me",18,8,6,6,0.42,2.5,2.5,0,0,0,2,5,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,1,0.47,-7,7,0,0,0,0,0,0,1,"V",1,"PROL",0.5,"Sh",1,0,1,0,0,0,0
"AUTOR",38,6.22,"Lo",19,8,15,2,0.4,-6,6,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,3,0.33,-5,5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,4,0.27,-4,4,0,0,0,1,3,0,1,"M",1,"PROL",1,"Sh",5,0,2,0,1,0,2
"AUTOR",38,6.22,"Lo",19,8,15,5,0.2,-3,3,1,2,0,0,0,0,4,"M",1,"SYL",2,"Sh",3,0,2,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,5,0.2,-3,3,1,1,1,0,0,0,4,"V",1,"SYL",1,"Sh",4,0,2,0,0,0,2
"AUTOR",38,6.22,"Lo",19,8,15,5,0.2,-3,3,0,2,1,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,5,0.2,-3,3,1,1,1,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,6,0.13,-2,2,0,0,3,0,0,0,4,"M",1,"PROL",2,"Sh",3,0,3,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,6,0.13,-2,2,0,0,3,0,0,0,4,"M",1,"PROL",3,"Sh",3,0,2,0,1,0,1
"AUTOR",38,6.22,"Lo",19,8,15,6,0.13,-2,2,0,0,3,0,0,0,4,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,6,0.13,-2,2,0,0,3,0,0,0,4,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,7,0.07,-1,1,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,8,0,0,0,1,2,0,0,0,0,4,"V",1,"SYL",2,"Sh",3,0,2,0,0,0,0
"AUTOR",38,6.22,"Lo",19,8,15,8,0,0,0,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,8,0,0,0,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,8,0,0,0,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,9,0.07,1,1,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",4,0,1,0,1,0,2
"AUTOR",38,6.22,"Lo",19,8,15,10,0.13,2,2,1,1,0,1,3,0,3,"M",1,"SYL",2,"Sh",4,0,2,0,1,0,1
"AUTOR",38,6.22,"Lo",19,8,15,10,0.13,2,2,1,0,1,0,0,0,3,"V",1,"SYL",3,"Sh",5,0,2,0,0,0,3
"AUTOR",38,6.22,"Lo",19,8,15,10,0.13,2,2,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,6.22,"Lo",19,8,15,11,0.2,3,3,0,0,0,1,1,0,1,"M",1,"PROL",4,"Sh",6,0,5,0,0,0,1
"AUTOR",38,6.22,"Lo",19,8,15,12,0.27,4,4,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,13,0.33,5,5,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,14,0.4,6,6,0,0,0,1,5,0,1,"M",1,"PROL",5,"Sh",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,15,0.47,7,7,0,1,0,0,0,0,2,"V",1,"PROL",8,"Me",1,0,0,0,1,0,0
"AUTOR",38,6.22,"Lo",19,8,15,15,0.47,7,7,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,5.8,"Lo",20,8,14,1,0.46,-6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",0.1,"Sh",1,0,1,0,0,0,0
"AUTOR",38,5.8,"Lo",20,8,14,2,0.39,-5.5,5.5,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",38,5.8,"Lo",20,8,14,3,0.32,-4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",4,0,3,0,0,0,1
"AUTOR",38,5.8,"Lo",20,8,14,4,0.25,-3.5,3.5,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,4,0,2,0,1
"AUTOR",38,5.8,"Lo",20,8,14,5,0.18,-2.5,2.5,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",4,0,3,0,0,0,1
"AUTOR",38,5.8,"Lo",20,8,14,6,0.11,-1.5,1.5,0,0,0,1,2,0,1,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,5.8,"Lo",20,8,14,7,0.04,-0.5,0.5,0,0,0,0,0,0,1,"M",1,"PROL",4,"Sh",4,0,2,0,0,0,2
"AUTOR",38,5.8,"Lo",20,8,14,8,0.04,0.5,0.5,0,0,0,1,1,0,1,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",38,5.8,"Lo",20,8,14,9,0.11,1.5,1.5,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",38,5.8,"Lo",20,8,14,10,0.18,2.5,2.5,0,0,0,1,3,0,1,"M",1,"PROL",4.5,"Sh",5,0,4,0,1,0,1
"AUTOR",38,5.8,"Lo",20,8,14,11,0.25,3.5,3.5,0,0,0,1,4,0,1,"M",1,"PROL",3.5,"Sh",5,0,2,0,1,0,3
"AUTOR",38,5.8,"Lo",20,8,14,12,0.32,4.5,4.5,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",38,5.8,"Lo",20,8,14,13,0.39,5.5,5.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",6,0,3,0,1,0,3
"AUTOR",38,5.8,"Lo",20,8,14,14,0.46,6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",6,"Me",7,0,3,0,1,0,3
"AUTOR",11.8,3.7,"Me",21,8,6,1,0.42,-2.5,2.5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,2,0.25,-1.5,1.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,3,0.08,-0.5,0.5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",1,"SYL",2,"Sh",4,0,3,0,2,0,0
"AUTOR",11.8,3.7,"Me",21,8,6,4,0.08,0.5,0.5,0,3,0,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,4,0.08,0.5,0.5,1,2,0,0,0,0,4,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,5,0.25,1.5,1.5,1,1,0,1,1,0,3,"M",1,"SYL",2,"Sh",3,0,2,0,1,0,0
"AUTOR",11.8,3.7,"Me",21,8,6,5,0.25,1.5,1.5,1,0,1,0,0,0,3,"V",1,"SYL",1,"Sh",2,0,2,0,0,0,0
"AUTOR",11.8,3.7,"Me",21,8,6,5,0.25,1.5,1.5,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",11.8,3.7,"Me",21,8,6,6,0.42,2.5,2.5,0,0,0,1,3,0,1,"M",1,"PROL",4.5,"Sh",4,0,3,0,1,0,1
"AUTOR",2.5,2.1,"Sh",22,8,3,1,0.33,-1,1,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",2.5,2.1,"Sh",22,8,3,2,0,0,0,0,0,0,0,0,0,1,"C",1,"SYL",1,"Sh",1,0,0,0,1,0,0
"AUTOR",2.5,2.1,"Sh",22,8,3,3,0.33,1,1,0,0,0,0,0,0,1,"C",1,"SYL",1,"Sh",3,0,1,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,1,0.46,-6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,2,0.39,-5.5,5.5,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,3,0.32,-4.5,4.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",4,1,4,0,0,0,1
"AUTOR",39,5.6,"Lo",23,8,14,4,0.25,-3.5,3.5,0,1,0,0,0,0,2,"M",1,"PROL",5,"Sh",5,1,8,0,1,0,0
"AUTOR",39,5.6,"Lo",23,8,14,4,0.25,-3.5,3.5,0,0,1,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,1,4,0,0,0,0,6,"V",1,"SYL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,0,5,0,0,0,0,6,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,1,4,0,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,1,4,0,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,1,4,0,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,5,0.18,-2.5,2.5,1,4,0,0,0,0,6,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",39,5.6,"Lo",23,8,14,6,0.11,-1.5,1.5,0,0,0,1,2,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,7,0.04,-0.5,0.5,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",5,0,3,0,1,0,2
"AUTOR",39,5.6,"Lo",23,8,14,8,0.04,0.5,0.5,0,0,0,1,2,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,9,0.11,1.5,1.5,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",1,0,0,0,1,0,0
"AUTOR",39,5.6,"Lo",23,8,14,10,0.18,2.5,2.5,0,0,0,1,3,0,1,"M",1,"PROL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",39,5.6,"Lo",23,8,14,11,0.25,3.5,3.5,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",4,1,3,0,0,0,2
"AUTOR",39,5.6,"Lo",23,8,14,12,0.32,4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",4,0,2,0,1,0,2
"AUTOR",39,5.6,"Lo",23,8,14,13,0.39,5.5,5.5,0,0,0,1,4,0,1,"M",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",39,5.6,"Lo",23,8,14,14,0.46,6.5,6.5,0,0,0,0,0,0,1,"V",1,"PROL",9,"Me",7,2,2,0,0,0,3
"AUTOR",1.5,2,"Sh",24,8,3,1,0.33,-1,1,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",4,0,1,0,0,0,3
"AUTOR",1.5,2,"Sh",24,8,3,2,0,0,0,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",1.5,2,"Sh",24,8,3,3,0.33,1,1,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",41.5,5.46,"VLo",25,8,14,1,0.46,-6.5,6.5,0,0,0,0,0,0,1,"M",1,"PROL",0.5,"Sh",1,0,1,0,0,0,0
"AUTOR",41.5,5.46,"VLo",25,8,14,2,0.39,-5.5,5.5,0,0,0,1,2,0,1,"M",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",41.5,5.46,"VLo",25,8,14,3,0.32,-4.5,4.5,1,0,2,1,3,0,4,"M",1,"SYL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",41.5,5.46,"VLo",25,8,14,3,0.32,-4.5,4.5,0,0,3,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",41.5,5.46,"VLo",25,8,14,3,0.32,-4.5,4.5,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",41.5,5.46,"VLo",25,8,14,3,0.32,-4.5,4.5,1,0,2,0,0,0,4,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",41.5,5.46,"VLo",25,8,14,4,0.25,-3.5,3.5,0,0,0,1,3,0,1,"M",1,"PROL",4,"Sh",5,0,2,0,0,0,3
"AUTOR",41.5,5.46,"VLo",25,8,14,5,0.18,-2.5,2.5,0,0,0,1,1,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,1,0,2
"AUTOR",41.5,5.46,"VLo",25,8,14,6,0.11,-1.5,1.5,0,0,0,1,2,0,1,"M",1,"PROL",3.5,"Sh",5,0,3,0,1,0,2
"AUTOR",41.5,5.46,"VLo",25,8,14,7,0.04,-0.5,0.5,0,0,0,0,0,0,1,"M",1,"PROL",4.5,"Sh",5,0,4,0,1,0,1
"AUTOR",41.5,5.46,"VLo",25,8,14,8,0.04,0.5,0.5,0,0,1,0,0,0,2,"V",1,"PROL",3,"Sh",4,2,2,0,0,0,2
"AUTOR",41.5,5.46,"VLo",25,8,14,8,0.04,0.5,0.5,0,1,0,1,3,0,2,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",41.5,5.46,"VLo",25,8,14,9,0.11,1.5,1.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",4,0,2,0,0,0,2
"AUTOR",41.5,5.46,"VLo",25,8,14,10,0.18,2.5,2.5,0,0,0,0,0,0,1,"M",1,"PROL",4.5,"Sh",4,0,4,0,1,0,0
"AUTOR",41.5,5.46,"VLo",25,8,14,11,0.25,3.5,3.5,0,0,0,0,0,0,1,"V",1,"PROL",4.5,"Sh",5,4,3,0,0,0,1
"AUTOR",41.5,5.46,"VLo",25,8,14,12,0.32,4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",4,"Sh",4,2,1,0,0,0,1
"AUTOR",41.5,5.46,"VLo",25,8,14,13,0.39,5.5,5.5,0,0,0,0,0,0,1,"V",1,"PROL",2,"Sh",2,3,1,0,0,0,1
"AUTOR",41.5,5.46,"VLo",25,8,14,14,0.46,6.5,6.5,0,1,0,0,0,0,2,"V",1,"PROL",6,"Me",6,2,2,1,1,0,2
"AUTOR",41.5,5.46,"VLo",25,8,14,14,0.46,6.5,6.5,0,1,0,0,0,0,2,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,1,0.42,-2.5,2.5,0,0,0,0,0,0,1,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,2,0.25,-1.5,1.5,0,0,0,1,2,0,1,"M",1,"PROL",2,"Sh",4,0,1,0,1,0,3
"AUTOR",4,2.38,"Sh",26,8,6,3,0.08,-0.5,0.5,0,2,0,1,1,0,3,"M",1,"PROL",1,"Sh",1,0,0,0,1,0,0
"AUTOR",4,2.38,"Sh",26,8,6,3,0.08,-0.5,0.5,0,1,1,0,0,0,3,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,3,0.08,-0.5,0.5,0,1,1,0,0,0,3,"V",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,4,0.08,0.5,0.5,0,0,1,1,4,0,2,"M",1,"PROL",1,"Sh",1,0,0,0,1,0,0
"AUTOR",4,2.38,"Sh",26,8,6,4,0.08,0.5,0.5,0,0,1,0,0,0,2,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,5,0.25,1.5,1.5,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,5,0.25,1.5,1.5,1,0,0,0,0,0,2,"V",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4,2.38,"Sh",26,8,6,6,0.42,2.5,2.5,0,0,0,0,0,0,1,"M",1,"PROL",3,"Sh",5,0,3,0,1,0,2
"AUTOR",29.8,5.62,"Lo",27,8,10,1,0.45,-4.5,4.5,0,0,0,0,0,0,1,"M",1,"PROL",1,"Sh",2,2,1,0,0,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,2,0.35,-3.5,3.5,1,1,0,0,0,0,3,"V",1,"SYL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",29.8,5.62,"Lo",27,8,10,2,0.35,-3.5,3.5,1,1,0,0,0,0,3,"V",1,"SYL",2.5,"Sh",4,0,2,0,0,0,2
"AUTOR",29.8,5.62,"Lo",27,8,10,2,0.35,-3.5,3.5,0,2,0,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,3,0.25,-2.5,2.5,1,0,1,0,0,0,3,"M",1,"SYL",2,"Sh",2,0,2,0,1,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,3,0.25,-2.5,2.5,0,0,2,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,3,0.25,-2.5,2.5,1,0,1,0,0,0,3,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,4,0.15,-1.5,1.5,0,0,3,0,0,0,4,"V",1,"PROL",3,"Sh",3,0,2,0,0,0,1
"AUTOR",29.8,5.62,"Lo",27,8,10,4,0.15,-1.5,1.5,0,1,2,1,1,0,4,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,4,0.15,-1.5,1.5,0,1,2,0,0,0,4,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,4,0.15,-1.5,1.5,0,1,2,0,0,0,4,"M",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,5,0.05,-0.5,0.5,0,0,0,1,3,0,1,"M",1,"PROL",4.5,"Sh",4,0,3,0,1,0,1
"AUTOR",29.8,5.62,"Lo",27,8,10,6,0.05,0.5,0.5,1,1,0,1,2,0,3,"M",1,"SYL",2,"Sh",2,0,2,0,1,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,6,0.05,0.5,0.5,1,0,1,0,0,0,3,"V",1,"SYL",1,"Sh",2,0,1,0,1,0,1
"AUTOR",29.8,5.62,"Lo",27,8,10,6,0.05,0.5,0.5,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,7,0.15,1.5,1.5,1,0,0,1,2,0,2,"M",1,"SYL",3,"Sh",1,0,0,0,1,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,7,0.15,1.5,1.5,0,0,1,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,8,0.25,2.5,2.5,1,0,0,0,0,0,2,"V",1,"SYL",2,"Sh",1,0,0,0,1,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,8,0.25,2.5,2.5,0,1,0,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",29.8,5.62,"Lo",27,8,10,9,0.35,3.5,3.5,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",2,0,1,0,1,0,0
"AUTOR",29.8,5.62,"Lo",27,8,10,10,0.45,4.5,4.5,0,0,0,0,0,0,1,"V",1,"PROL",6,"Me",5,0,1,0,0,0,4
"AUTOR",4.2,3.22,"Sh",28,8,4,1,0.38,-1.5,1.5,0,0,0,0,0,0,1,"B",0,"PROL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",4.2,3.22,"Sh",28,8,4,2,0.12,-0.5,0.5,0,0,0,0,0,0,1,"V",1,"PROL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",4.2,3.22,"Sh",28,8,4,3,0.12,0.5,0.5,0,0,0,0,0,0,1,"V",1,"PROL",3,"Sh",4,0,3,0,1,0,1
"AUTOR",4.2,3.22,"Sh",28,8,4,4,0.38,1.5,1.5,0,0,0,0,0,0,1,"V",1,"PROL",6.5,"Me",5,2,3,0,1,0,1
"AUTOR",35,5,"Lo",29,8,13,1,0.46,-6,6,0,0,0,0,0,0,1,"V",1,"PROL",0.5,"Sh",2,0,1,0,0,0,1
"AUTOR",35,5,"Lo",29,8,13,2,0.38,-5,5,0,0,1,0,0,0,2,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,2,0.38,-5,5,1,0,0,1,2,0,2,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,3,0.31,-4,4,1,0,1,0,0,0,3,"V",1,"SYL",1,"Sh",2,0,1,0,0,0,1
"AUTOR",35,5,"Lo",29,8,13,3,0.31,-4,4,0,1,1,0,0,0,3,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,3,0.31,-4,4,1,1,0,1,1,0,3,"M",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUTOR",35,5,"Lo",29,8,13,4,0.23,-3,3,0,0,0,1,3,0,1,"M",1,"PROL",3,"Sh",5,0,2,0,1,0,3
"AUTOR",35,5,"Lo",29,8,13,5,0.15,-2,2,1,1,1,0,0,0,4,"M",1,"SYL",2,"Sh",4,0,2,0,0,0,2
"AUTOR",35,5,"Lo",29,8,13,5,0.15,-2,2,1,0,2,0,0,0,4,"V",1,"SYL",2,"Sh",3,0,1,0,0,0,2
"AUTOR",35,5,"Lo",29,8,13,5,0.15,-2,2,0,1,2,0,0,0,4,"C",0,"SYL",NA,NA,NA,NA,NA,NA,NA,NA,NA
