tesi,unit,length,unit_2,diam,class,shoot_ID,tree,Length(node),rank_node,median_distance,norm_median_distance,abs_norm_median_distance,abs_median_distance,sylleptic,v,m,cl,nu,b,tot_buds_mvb,tot_buds_mv,shoot_type,nb_new_shoots,c_syl,v_syl,m_syl,tot_buds_syl_m_v
AUTOR,cm,15.6,mm,3.28,Me,32,8,8,8,3.5,0.4,0.44,3.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,4,mm,2.84,Sh,33,8,3,1,-1,-0.3,0.33,1,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,4,mm,2.84,Sh,33,8,3,2,0,0,0,0,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,4,mm,2.84,Sh,33,8,3,3,1,0.3,0.33,1,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,1,-3,-0.4,0.43,3,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,2,-2,-0.3,0.29,2,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,3,-1,-0.1,0.14,1,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,4,0,0,0,0,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,5,1,0.1,0.14,1,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,0,4,4
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,6,2,0.3,0.29,2,1,0,0,1,6,0,0,0,SYLLEPTIC,1,1,0,3,3
AUTOR,cm,12.2,mm,4.1,Me,34,8,7,7,3,0.4,0.43,3,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,2,mm,2.42,Sh,35,8,2,1,-0.5,-0.2,0.25,0.5,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,2,mm,2.42,Sh,35,8,2,2,0.5,0.2,0.25,0.5,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,1,-4,-0.4,0.44,4,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,2,-3,-0.3,0.33,3,1,0,0,2,4,0,0,0,SYLLEPTIC,2,1,0,4,4
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,3,-2,-0.2,0.22,2,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,3,0,3
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,4,-1,-0.1,0.11,1,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,5,0,0,0,0,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,6,1,0.1,0.11,1,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,7,2,0.2,0.22,2,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,8,3,0.3,0.33,3,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,27.6,mm,4.84,Lo,36,8,9,9,4,0.4,0.44,4,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,1,-3,-0.4,0.43,3,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,2,-2,-0.3,0.29,2,0,2,0,0,0,0,2,2,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,3,-1,-0.1,0.14,1,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,4,0,0,0,0,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,5,1,0.1,0.14,1,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,6,2,0.3,0.29,2,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.12,Me,37,8,7,7,3,0.4,0.43,3,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,1,-4.5,-0.4,0.45,4.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,2,-3.5,-0.3,0.35,3.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,3,-2.5,-0.2,0.25,2.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,4,-1.5,-0.1,0.15,1.5,1,0,0,1,2,0,0,0,SYLLEPTIC,2,1,0,6,6
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,5,-0.5,0,0.05,0.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,6,0.5,0,0.05,0.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,7,1.5,0.1,0.15,1.5,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,8,2.5,0.2,0.25,2.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,9,3.5,0.3,0.35,3.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,36.5,mm,5.81,Lo,38,8,10,10,4.5,0.4,0.45,4.5,0,2,0,0,0,0,2,2,PROLEPTIC,1,,,,
AUTOR,cm,1,mm,1.54,Sh,39,8,1,1,0,0,0,0,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,1,-4,-0.4,0.44,4,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,2,-3,-0.3,0.33,3,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,3,-2,-0.2,0.22,2,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,4,-1,-0.1,0.11,1,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,5,0,0,0,0,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,1,0,1
AUTOR,cm,18,mm,4.46,Me,40,9,9,6,1,0.1,0.11,1,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,2,1,3
AUTOR,cm,18,mm,4.46,Me,40,9,9,7,2,0.2,0.22,2,0,1,1,1,3,0,2,2,PROLEPTIC,1,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,8,3,0.3,0.33,3,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18,mm,4.46,Me,40,9,9,9,4,0.4,0.44,4,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,1,-2.5,-0.4,0.42,2.5,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,0,0,0
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,2,-1.5,-0.2,0.25,1.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,3,-0.5,-0.1,0.08,0.5,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,2,0,2
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,4,0.5,0.1,0.08,0.5,1,0,0,1,1,0,0,0,SYLLEPTIC,1,1,1,1,2
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,5,1.5,0.2,0.25,1.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,5.5,mm,3.9,Me,41,9,6,6,2.5,0.4,0.42,2.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,7,mm,3.3,Me,42,9,6,1,-2.5,-0.4,0.42,2.5,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,7,mm,3.3,Me,42,9,6,2,-1.5,-0.2,0.25,1.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,7,mm,3.3,Me,42,9,6,3,-0.5,-0.1,0.08,0.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,7,mm,3.3,Me,42,9,6,4,0.5,0.1,0.08,0.5,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,3,0,3
AUTOR,cm,7,mm,3.3,Me,42,9,6,5,1.5,0.2,0.25,1.5,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,0,5,5
AUTOR,cm,7,mm,3.3,Me,42,9,6,6,2.5,0.4,0.42,2.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,1,-3,-0.4,0.43,3,1,0,0,0,0,0,0,0,SYLLEPTIC,,1,1,2,3
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,2,-2,-0.3,0.29,2,0,0,1,1,1,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,3,-1,-0.1,0.14,1,0,0,1,1,2,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,4,0,0,0,0,0,0,1,1,2,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,5,1,0.1,0.14,1,0,0,1,1,3,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,6,2,0.3,0.29,2,0,0,1,1,2,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,18.2,mm,4.28,Me,43,9,7,7,3,0.4,0.43,3,0,0,1,1,3,0,1,1,PROLEPTIC,,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,1,-7,-0.5,0.47,7,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,2,-6,-0.4,0.4,6,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,3,-5,-0.3,0.33,5,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,4,-4,-0.3,0.27,4,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,2,0,2
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,5,-3,-0.2,0.2,3,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,6,-2,-0.1,0.13,2,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,7,-1,-0.1,0.07,1,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,8,0,0,0,0,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,9,1,0.1,0.07,1,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,10,2,0.1,0.13,2,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,11,3,0.2,0.2,3,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,12,4,0.3,0.27,4,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,13,5,0.3,0.33,5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,14,6,0.4,0.4,6,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,2,3,5
AUTOR,cm,42.6,mm,5.5,VLo,44,9,15,15,7,0.5,0.47,7,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,1,-6,-0.5,0.46,6,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,2,-5,-0.4,0.38,5,0,0,1,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,3,-4,-0.3,0.31,4,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,4,-3,-0.2,0.23,3,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,1,0,1
AUTOR,cm,34,mm,5.4,Lo,45,9,13,5,-2,-0.2,0.15,2,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,6,-1,-0.1,0.08,1,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,7,0,0,0,0,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,8,1,0.1,0.08,1,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,9,2,0.2,0.15,2,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,10,3,0.2,0.23,3,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,11,4,0.3,0.31,4,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,12,5,0.4,0.38,5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,34,mm,5.4,Lo,45,9,13,13,6,0.5,0.46,6,0,0,2,0,0,0,2,2,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,1,-9,-0.5,0.47,9,0,0,1,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,2,-8,-0.4,0.42,8,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,3,-7,-0.4,0.37,7,0,0,0,0,0,1,1,0,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,4,-6,-0.3,0.32,6,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,5,-5,-0.3,0.26,5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,6,-4,-0.2,0.21,4,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,0,2,2
AUTOR,cm,43,mm,6.2,VLo,46,9,19,7,-3,-0.2,0.16,3,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,8,-2,-0.1,0.11,2,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,9,-1,-0.1,0.05,1,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,10,0,0,0,0,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,11,1,0.1,0.05,1,1,0,0,0,0,0,0,0,SYLLEPTIC,3,1,2,1,3
AUTOR,cm,43,mm,6.2,VLo,46,9,19,12,2,0.1,0.11,2,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,13,3,0.2,0.16,3,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,14,4,0.2,0.21,4,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,15,5,0.3,0.26,5,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,1,0,1
AUTOR,cm,43,mm,6.2,VLo,46,9,19,16,6,0.3,0.32,6,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,17,7,0.4,0.37,7,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,43,mm,6.2,VLo,46,9,19,18,8,0.4,0.42,8,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,0,0,0
AUTOR,cm,43,mm,6.2,VLo,46,9,19,19,9,0.5,0.47,9,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,1,-9.5,-0.5,0.48,9.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,2,-8.5,-0.4,0.42,8.5,0,0,0,0,0,1,1,0,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,3,-7.5,-0.4,0.38,7.5,0,0,0,0,0,1,1,0,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,4,-6.5,-0.3,0.32,6.5,0,0,0,0,0,1,1,0,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,5,-5.5,-0.3,0.28,5.5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,6,-4.5,-0.2,0.22,4.5,0,0,2,1,3,0,2,2,PROLEPTIC,2,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,7,-3.5,-0.2,0.17,3.5,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,3,0,3
AUTOR,cm,52,mm,7.36,VLo,47,9,20,8,-2.5,-0.1,0.12,2.5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,9,-1.5,-0.1,0.07,1.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,10,-0.5,0,0.03,0.5,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,3,0,3
AUTOR,cm,52,mm,7.36,VLo,47,9,20,11,0.5,0,0.03,0.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,12,1.5,0.1,0.07,1.5,1,0,0,1,2,0,0,0,SYLLEPTIC,3,1,2,1,3
AUTOR,cm,52,mm,7.36,VLo,47,9,20,13,2.5,0.1,0.12,2.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,14,3.5,0.2,0.17,3.5,0,0,2,1,3,0,2,2,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,15,4.5,0.2,0.22,4.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,16,5.5,0.3,0.28,5.5,1,0,0,1,3,0,0,0,SYLLEPTIC,1,1,1,1,2
AUTOR,cm,52,mm,7.36,VLo,47,9,20,17,6.5,0.3,0.32,6.5,0,0,1,1,2,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,18,7.5,0.4,0.38,7.5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,52,mm,7.36,VLo,47,9,20,19,8.5,0.4,0.42,8.5,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,1,3,4
AUTOR,cm,52,mm,7.36,VLo,47,9,20,20,9.5,0.5,0.48,9.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,1,-2.5,-0.4,0.42,2.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,2,-1.5,-0.2,0.25,1.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,3,-0.5,-0.1,0.08,0.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,4,0.5,0.1,0.08,0.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,5,1.5,0.2,0.25,1.5,1,0,0,0,0,0,0,0,SYLLEPTIC,1,1,1,2,3
AUTOR,cm,4.5,mm,2.6,Sh,48,9,6,6,2.5,0.4,0.42,2.5,0,0,1,2,5,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,1,-5.5,-0.5,0.46,5.5,0,1,0,0,0,0,1,1,PROLEPTIC,0,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,2,-4.5,-0.4,0.38,4.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,3,-3.5,-0.3,0.29,3.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,4,-2.5,-0.2,0.21,2.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,5,-1.5,-0.1,0.12,1.5,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,2,0,2
AUTOR,cm,25,mm,4.52,Lo,49,9,12,6,-0.5,0,0.04,0.5,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,7,0.5,0,0.04,0.5,1,0,0,0,0,0,0,0,SYLLEPTIC,2,1,1,2,3
AUTOR,cm,25,mm,4.52,Lo,49,9,12,8,1.5,0.1,0.12,1.5,0,0,1,1,1,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,9,2.5,0.2,0.21,2.5,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,10,3.5,0.3,0.29,3.5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,25,mm,4.52,Lo,49,9,12,11,4.5,0.4,0.38,4.5,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,0,0,0
AUTOR,cm,25,mm,4.52,Lo,49,9,12,12,5.5,0.5,0.46,5.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,1,-3.5,-0.4,0.44,3.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,2,-2.5,-0.3,0.31,2.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,3,-1.5,-0.2,0.19,1.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,4,-0.5,-0.1,0.06,0.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,5,0.5,0.1,0.06,0.5,1,0,0,1,3,0,0,0,SYLLEPTIC,1,1,0,2,2
AUTOR,cm,19,mm,3.8,Me,50,9,8,6,1.5,0.2,0.19,1.5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,19,mm,3.8,Me,50,9,8,7,2.5,0.3,0.31,2.5,1,0,0,1,2,0,0,0,SYLLEPTIC,1,1,0,1,1
AUTOR,cm,19,mm,3.8,Me,50,9,8,8,3.5,0.4,0.44,3.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,4.5,mm,2.6,Sh,51,9,4,1,-1.5,-0.4,0.38,1.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,51,9,4,2,-0.5,-0.1,0.12,0.5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,4.5,mm,2.6,Sh,51,9,4,3,0.5,0.1,0.12,0.5,1,0,0,0,0,0,0,0,SYLLEPTIC,0,1,0,0,0
AUTOR,cm,4.5,mm,2.6,Sh,51,9,4,4,1.5,0.4,0.38,1.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,2,mm,2.8,Sh,52,9,2,1,-0.5,-0.2,0.25,0.5,0,1,0,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,2,mm,2.8,Sh,52,9,2,2,0.5,0.2,0.25,0.5,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,1,-7,-0.5,0.47,7,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,2,-6,-0.4,0.4,6,0,0,0,0,0,1,1,0,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,3,-5,-0.3,0.33,5,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,4,-4,-0.3,0.27,4,0,0,0,0,0,1,1,0,PROLEPTIC,0,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,5,-3,-0.2,0.2,3,0,0,1,0,0,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,6,-2,-0.1,0.13,2,1,0,0,1,1,0,0,0,SYLLEPTIC,2,1,0,1,1
AUTOR,cm,54,mm,5.64,VLo,53,9,15,7,-1,-0.1,0.07,1,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,8,0,0,0,0,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,9,1,0.1,0.07,1,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,10,2,0.1,0.13,2,0,0,1,1,3,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,11,3,0.2,0.2,3,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,12,4,0.3,0.27,4,0,0,1,1,5,0,1,1,PROLEPTIC,1,,,,
AUTOR,cm,54,mm,5.64,VLo,53,9,15,13,5,0.3,0.33,5,0,0,1,1,4,0,1,1,PROLEPTIC,1,,,,
