bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
2276,2021,231,0.66,Sh,2,1,V,,,,,,429
2277,2021,231,0.66,Sh,2,1,V,,,4.37,Sh,3.0,429
2278,2021,231,0.66,Sh,2,1,V,,,3.76,Sh,4.0,429
2279,2021,231,0.66,Sh,2,1,M,1.0,3.0,7.91,Me,6.0,429
2280,2021,231,0.66,Sh,2,2,B,,,,,,429
2281,2021,233,0.65,Sh,1,1,V,,,9.33,Me,6.0,429
2282,2021,233,0.39,Sh,1,1,B,,,,,,429
2283,2021,235,0.39,Sh,2,1,B,,,,,,429
2284,2021,235,0.39,Sh,2,2,V,,,,,,429
2285,2021,235,0.39,Sh,2,2,M,,,,,,429
2286,2021,235,0.39,Sh,2,2,V,,,2.98,Sh,4.0,429
2287,2021,238,3.31,Sh,4,1,B,,,,,,429
2288,2021,238,3.31,Sh,4,2,V,,,0.65,Sh,1.0,429
2289,2021,238,3.31,Sh,4,2,V,,,1.31,Sh,4.0,429
2290,2021,238,3.31,Sh,4,3,M,0.0,0.0,3.94,Sh,4.0,429
2291,2021,238,3.31,Sh,4,4,V,,,2.3,Sh,2.0,429
2292,2021,239,1.46,Sh,1,1,B,,,,,,429
2293,2021,240,2.58,Sh,3,1,V,,,,,,429
2294,2021,240,2.58,Sh,3,2,M,0.0,0.0,5.8,Me,2.0,429
2295,2021,240,2.58,Sh,3,2,V,,,2.51,Sh,1.0,429
2296,2021,240,2.58,Sh,3,3,V,,,2.78,Sh,5.0,429
2297,2021,240,2.58,Sh,3,3,V,,,5.94,Me,2.0,429
2298,2021,241,6.32,Me,3,1,V,,,,,,429
2299,2021,241,6.32,Me,3,1,M,0.0,0.0,1.89,Sh,3.0,429
2300,2021,241,6.32,Me,3,2,V,,,,,,429
2301,2021,241,6.32,Me,3,3,B,,,,,,429
2302,2021,243,0.24,Sh,3,1,V,,,,,,429
2303,2021,243,0.24,Sh,3,2,V,,,3.77,Sh,6.0,429
2304,2021,243,0.24,Sh,3,3,V,,,2.6,Sh,2.0,429
2305,2021,244,1.76,Sh,1,1,M,0.0,0.0,1.27,Sh,4.0,429
