bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
2353,2021,231,1.79,Sh,3,1,B,,,,,,127
2354,2021,231,1.79,Sh,3,2,V,,,4.36,Sh,1.0,127
2355,2021,231,1.79,Sh,3,3,V,,,2.81,Sh,6.0,127
2356,2021,231,2.38,Sh,5,1,B,,,,,,127
2357,2021,231,2.38,Sh,5,2,V,,,2.32,Sh,5.0,127
2358,2021,231,2.38,Sh,5,3,M,0.0,0.0,3.65,Sh,4.0,127
2359,2021,231,2.38,Sh,5,4,M,0.0,0.0,3.03,Sh,1.0,127
2360,2021,231,2.38,Sh,5,5,M,0.0,0.0,5.94,Me,6.0,127
2361,2021,231,1.58,Sh,1,1,V,,,2.23,Sh,6.0,127
2362,2021,234,6.06,Me,12,1,M,0.0,0.0,7.07,Me,1.0,127
2363,2021,234,6.06,Me,12,1,V,,,2.71,Sh,8.0,127
2364,2021,234,6.06,Me,12,2,B,,,,,,127
2365,2021,234,6.06,Me,12,3,V,,,0.42,Sh,3.0,127
2366,2021,234,6.06,Me,12,4,B,,,,,,127
2367,2021,234,6.06,Me,12,5,V,,,0.31,Sh,1.0,127
2368,2021,234,6.06,Me,12,6,M,0.0,0.0,5.29,Me,4.0,127
2369,2021,234,6.06,Me,12,7,M,,,,,,127
2370,2021,234,6.06,Me,12,8,S,0.0,0.0,,,,127
2371,2021,234,6.06,Me,12,9,V,,,4.34,Sh,7.0,127
2372,2021,234,6.06,Me,12,9,M,0.0,0.0,3.65,Sh,5.0,127
2373,2021,234,6.06,Me,12,10,M,1.0,4.0,3.04,Sh,2.0,127
2374,2021,234,6.06,Me,12,11,V,,,1.7,Sh,4.0,127
2375,2021,234,6.06,Me,12,12,S,0.0,0.0,,,,127
2376,2021,235,4.22,Sh,2,1,B,,,,,,127
2377,2021,235,4.22,Sh,2,2,V,,,0.95,Sh,5.0,127
2378,2021,237,0.5,Sh,2,1,S,0.0,0.0,,,,127
2379,2021,237,0.5,Sh,2,2,B,,,,,,127
2380,2021,238,1.5,Sh,4,1,B,,,,,,127
2381,2021,238,1.5,Sh,4,2,V,,,,,,127
2382,2021,238,1.5,Sh,4,2,V,,,2.28,Sh,2.0,127
2383,2021,238,1.5,Sh,4,3,V,,,0.94,Sh,1.0,127
2384,2021,238,1.5,Sh,4,4,M,0.0,0.0,1.39,Sh,2.0,127
2385,2021,238,1.08,Sh,3,1,B,,,,,,127
2386,2021,238,1.08,Sh,3,2,B,,,,,,127
2387,2021,238,1.08,Sh,3,3,B,,,,,,127
2388,2021,239,2.69,Sh,2,1,V,,,1.17,Sh,1.0,127
2389,2021,239,2.69,Sh,2,2,M,0.0,0.0,5.29,Me,6.0,127
2390,2021,240,4.22,Sh,7,1,B,,,,,,127
2391,2021,240,4.22,Sh,7,2,V,,,3.11,Sh,3.0,127
2392,2021,240,4.22,Sh,7,2,V,,,4.86,Sh,4.0,127
2393,2021,240,4.22,Sh,7,2,M,,,,,,127
2394,2021,240,4.22,Sh,7,2,M,1.0,4.0,0.69,Sh,1.0,127
2395,2021,240,4.22,Sh,7,3,V,,,0.03,Sh,3.0,127
2396,2021,240,4.22,Sh,7,4,S,0.0,0.0,,,,127
2397,2021,240,4.22,Sh,7,5,V,,,0.8,Sh,3.0,127
2398,2021,240,4.22,Sh,7,6,M,0.0,0.0,2.96,Sh,7.0,127
2399,2021,240,4.22,Sh,7,7,M,0.0,0.0,1.57,Sh,5.0,127
2400,2021,241,2.94,Sh,2,1,B,,,,,,127
2401,2021,241,2.94,Sh,2,2,V,,,1.75,Sh,2.0,127
2402,2021,243,1.36,Sh,3,1,B,,,,,,127
2403,2021,243,1.36,Sh,3,2,B,,,,,,127
2404,2021,243,1.36,Sh,3,3,M,0.0,0.0,3.41,Sh,1.0,127
2405,2021,243,4.22,Sh,5,1,S,0.0,0.0,,,,127
2406,2021,243,4.22,Sh,5,2,B,,,,,,127
2407,2021,243,4.22,Sh,5,3,B,,,,,,127
2408,2021,243,4.22,Sh,5,4,V,,,4.27,Sh,6.0,127
2409,2021,243,4.22,Sh,5,5,S,0.0,0.0,,,,127
2410,2021,246,4.93,Sh,3,1,B,,,,,,127
2411,2021,246,4.93,Sh,3,2,S,0.0,0.0,,,,127
2412,2021,246,4.93,Sh,3,3,B,,,,,,127
2413,2021,247,4.38,Sh,5,1,V,,,3.46,Sh,2.0,127
2414,2021,247,4.38,Sh,5,1,V,,,,,,127
2415,2021,247,4.38,Sh,5,2,S,0.0,0.0,,,,127
2416,2021,247,4.38,Sh,5,3,S,0.0,0.0,,,,127
2417,2021,247,4.38,Sh,5,4,S,0.0,0.0,,,,127
2418,2021,247,4.38,Sh,5,5,M,1.0,3.0,1.55,Sh,1.0,127
2419,2021,249,6.62,Me,10,1,V,,,1.36,Sh,4.0,127
2420,2021,249,6.62,Me,10,2,M,0.0,0.0,1.31,Sh,3.0,127
2421,2021,249,6.62,Me,10,2,V,,,0.31,Sh,3.0,127
2422,2021,249,6.62,Me,10,2,V,,,3.43,Sh,3.0,127
2423,2021,249,6.62,Me,10,3,S,0.0,0.0,,,,127
2424,2021,249,6.62,Me,10,4,S,0.0,0.0,,,,127
2425,2021,249,6.62,Me,10,5,S,0.0,0.0,,,,127
2426,2021,249,6.62,Me,10,6,M,0.0,0.0,4.49,Sh,5.0,127
2427,2021,249,6.62,Me,10,6,V,,,1.21,Sh,3.0,127
2428,2021,249,6.62,Me,10,7,S,0.0,0.0,,,,127
2429,2021,249,6.62,Me,10,8,V,,,4.44,Sh,3.0,127
2430,2021,249,6.62,Me,10,9,M,0.0,0.0,9.89,Me,7.0,127
2431,2021,249,6.62,Me,10,9,M,0.0,0.0,2.5,Sh,4.0,127
2432,2021,249,6.62,Me,10,10,M,1.0,3.0,1.95,Sh,6.0,127
2433,2021,250,7.13,Me,3,1,B,,,,,,127
2434,2021,250,7.13,Me,3,2,S,0.0,0.0,,,,127
2435,2021,250,7.13,Me,3,3,S,0.0,0.0,,,,127
2436,2021,251,6.79,Me,4,1,V,,,,,,127
2437,2021,251,6.79,Me,4,2,V,,,2.7,Sh,2.0,127
2438,2021,251,6.79,Me,4,2,V,,,,,,127
2439,2021,251,6.79,Me,4,3,M,0.0,0.0,3.6,Sh,6.0,127
2440,2021,251,6.79,Me,4,3,V,,,5.98,Me,2.0,127
2441,2021,251,6.79,Me,4,4,M,1.0,5.0,6.53,Me,4.0,127
2442,2021,252,1.88,Sh,2,1,V,,,0.98,Sh,1.0,127
2443,2021,252,1.88,Sh,2,2,V,,,6.28,Me,4.0,127
2444,2021,256,7.72,Me,2,1,V,,,,,,127
2445,2021,256,7.72,Me,2,2,B,,,,,,127
2446,2021,257,1.15,Sh,1,1,S,0.0,0.0,,,,127
2447,2021,259,1.71,Sh,4,1,B,,,,,,127
2448,2021,259,1.71,Sh,4,2,B,,,,,,127
2449,2021,259,1.71,Sh,4,3,V,,,3.78,Sh,5.0,127
2450,2021,259,1.71,Sh,4,4,M,0.0,0.0,3.92,Sh,4.0,127
2451,2021,259,1.71,Sh,4,4,V,,,2.81,Sh,5.0,127
2452,2021,261,2.88,Sh,4,1,B,,,,,,127
2453,2021,261,2.88,Sh,4,2,V,,,3.55,Sh,2.0,127
2454,2021,261,2.88,Sh,4,3,B,,,,,,127
2455,2021,261,2.88,Sh,4,4,S,0.0,0.0,,,,127
2456,2021,263,0.49,Sh,3,1,V,,,2.59,Sh,2.0,127
2457,2021,263,0.49,Sh,3,2,B,,,,,,127
2458,2021,263,0.49,Sh,3,3,B,,,,,,127
2459,2021,264,0.89,Sh,2,1,V,,,1.46,Sh,6.0,127
2460,2021,264,0.89,Sh,2,2,S,0.0,0.0,,,,127
2461,2021,265,0.75,Sh,3,1,V,,,,,,127
2462,2021,265,0.75,Sh,3,2,S,0.0,0.0,,,,127
2463,2021,265,0.75,Sh,3,3,V,,,0.65,Sh,2.0,127
2464,2021,265,2.41,Sh,3,1,V,,,,,,127
2465,2021,265,2.41,Sh,3,2,S,0.0,0.0,,,,127
2466,2021,265,2.41,Sh,3,3,B,,,,,,127
2467,2021,266,0.77,Sh,3,1,V,,,0.4,Sh,1.0,127
2468,2021,266,0.77,Sh,3,1,M,,,,,,127
2469,2021,266,0.77,Sh,3,2,B,,,,,,127
2470,2021,266,0.77,Sh,3,3,V,,,4.34,Sh,6.0,127
2471,2021,268,2.15,Sh,4,1,V,,,1.19,Sh,1.0,127
2472,2021,268,2.15,Sh,4,2,S,0.0,0.0,,,,127
