bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
231,2020,14,2.01,Sh,4,1,V,,,0.24,Sh,1.0,800
232,2020,14,2.01,Sh,4,2,M,,,,,,800
233,2020,14,2.01,Sh,4,3,V,,,0.57,Sh,1.0,800
234,2020,14,2.01,Sh,4,4,B,,,,,,800
235,2020,15,4.79,Sh,1,1,V,,,8.33,Me,5.0,800
236,2020,16,3.19,Sh,5,1,B,,,,,,800
237,2020,16,3.19,Sh,5,2,V,,,1.34,Sh,1.0,800
238,2020,16,3.19,Sh,5,3,S,0.0,0.0,,,,800
239,2020,16,3.19,Sh,5,4,S,0.0,0.0,,,,800
240,2020,16,3.19,Sh,5,5,M,0.0,0.0,5.49,Me,4.0,800
241,2020,17,4.46,Sh,3,1,V,,,0.82,Sh,3.0,800
242,2020,17,4.46,Sh,3,2,M,1.0,4.0,3.25,Sh,2.0,800
243,2020,17,4.46,Sh,3,2,V,,,1.12,Sh,4.0,800
244,2020,17,4.46,Sh,3,3,M,0.0,0.0,3.22,Sh,3.0,800
245,2020,18,7.94,Me,7,1,V,,,1.72,Sh,1.0,800
246,2020,18,7.94,Me,7,1,V,,,1.12,Sh,1.0,800
247,2020,18,7.94,Me,7,1,V,,,0.06,Sh,2.0,800
248,2020,18,7.94,Me,7,1,V,,,0.04,Sh,1.0,800
249,2020,18,7.94,Me,7,1,M,0.0,0.0,7.49,Me,4.0,800
250,2020,18,7.94,Me,7,2,S,0.0,0.0,,,,800
251,2020,18,7.94,Me,7,3,S,0.0,0.0,,,,800
252,2020,18,7.94,Me,7,4,V,,,6.0,Me,6.0,800
253,2020,18,7.94,Me,7,5,B,,,,,,800
254,2020,18,7.94,Me,7,6,S,0.0,0.0,,,,800
255,2020,18,7.94,Me,7,7,V,,,1.47,Sh,3.0,800
256,2020,19,10.07,Me,9,1,V,,,1.82,Sh,4.0,800
257,2020,19,10.07,Me,9,2,B,,,,,,800
258,2020,19,10.07,Me,9,3,V,,,,,,800
259,2020,19,10.07,Me,9,4,B,,,,,,800
260,2020,19,10.07,Me,9,5,S,0.0,0.0,,,,800
261,2020,19,10.07,Me,9,6,M,1.0,3.0,3.83,Sh,3.0,800
262,2020,19,10.07,Me,9,7,M,,,,,,800
263,2020,19,10.07,Me,9,8,M,0.0,0.0,0.98,Sh,7.0,800
264,2020,19,10.07,Me,9,9,V,,,3.45,Sh,2.0,800
265,2020,20,0.58,Sh,2,1,B,,,,,,800
266,2020,20,0.58,Sh,2,2,S,0.0,0.0,,,,800
267,2020,21,15.24,Me,8,1,V,,,,,,800
268,2020,21,15.24,Me,8,2,V,,,6.59,Me,4.0,800
269,2020,21,15.24,Me,8,2,M,,,,,,800
270,2020,21,15.24,Me,8,2,M,1.0,2.0,3.8,Sh,4.0,800
271,2020,21,15.24,Me,8,3,S,0.0,0.0,,,,800
272,2020,21,15.24,Me,8,4,M,0.0,0.0,6.99,Me,8.0,800
273,2020,21,15.24,Me,8,5,M,0.0,0.0,3.44,Sh,3.0,800
274,2020,21,15.24,Me,8,6,M,0.0,0.0,3.3,Sh,3.0,800
275,2020,21,15.24,Me,8,7,M,1.0,7.0,7.13,Me,8.0,800
276,2020,21,15.24,Me,8,8,M,0.0,0.0,4.25,Sh,6.0,800
277,2020,21,15.24,Me,8,8,M,0.0,0.0,4.7,Sh,2.0,800
