bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
2300,2021,232,1.9,Sh,1,1,B,,,,,,584
2301,2021,233,1.73,Sh,1,1,B,,,,,,584
2302,2021,235,3.03,Sh,3,1,M,0.0,0.0,2.35,Sh,4.0,584
2303,2021,235,3.03,Sh,3,2,V,,,3.52,Sh,5.0,584
2304,2021,235,3.03,Sh,3,2,M,0.0,0.0,0.91,Sh,2.0,584
2305,2021,235,3.03,Sh,3,3,B,,,,,,584
2306,2021,236,1.41,Sh,1,1,V,,,6.73,Me,2.0,584
2307,2021,238,4.41,Sh,5,1,V,,,,,,584
2308,2021,238,4.41,Sh,5,1,M,0.0,0.0,0.46,Sh,1.0,584
2309,2021,238,4.41,Sh,5,2,V,,,0.48,Sh,2.0,584
2310,2021,238,4.41,Sh,5,3,V,,,2.44,Sh,2.0,584
2311,2021,238,4.41,Sh,5,4,S,0.0,0.0,,,,584
2312,2021,238,4.41,Sh,5,5,M,0.0,0.0,4.18,Sh,6.0,584
2313,2021,239,2.67,Sh,2,1,V,,,0.32,Sh,3.0,584
2314,2021,239,2.67,Sh,2,1,V,,,,,,584
2315,2021,239,2.67,Sh,2,2,V,,,0.87,Sh,3.0,584
2316,2021,240,2.28,Sh,3,1,B,,,,,,584
2317,2021,240,2.28,Sh,3,2,B,,,,,,584
2318,2021,240,2.28,Sh,3,3,M,0.0,0.0,5.56,Me,4.0,584
2319,2021,241,1.8,Sh,1,1,S,0.0,0.0,,,,584
2320,2021,242,2.95,Sh,2,1,B,,,,,,584
2321,2021,242,2.95,Sh,2,2,V,,,7.5,Me,8.0,584
2322,2021,243,0.07,Sh,1,1,B,,,,,,584
2323,2021,246,1.29,Sh,5,1,S,0.0,0.0,,,,584
2324,2021,246,1.29,Sh,5,2,S,0.0,0.0,,,,584
2325,2021,246,1.29,Sh,5,3,S,0.0,0.0,,,,584
2326,2021,246,1.29,Sh,5,4,S,0.0,0.0,,,,584
2327,2021,246,1.29,Sh,5,5,M,0.0,0.0,1.55,Sh,6.0,584
2328,2021,247,1.13,Sh,3,1,V,,,3.53,Sh,4.0,584
