bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
201,2020,14,21.18,Lo,11,1,V,,,,,,206
202,2020,14,21.18,Lo,11,2,B,,,,,,206
203,2020,14,21.18,Lo,11,3,V,,,,,,206
204,2020,14,21.18,Lo,11,3,V,,,0.13,Sh,1.0,206
205,2020,14,21.18,Lo,11,3,M,0.0,0.0,1.78,Sh,3.0,206
206,2020,14,21.18,Lo,11,4,S,0.0,0.0,,,,206
207,2020,14,21.18,Lo,11,5,S,0.0,0.0,,,,206
208,2020,14,21.18,Lo,11,6,S,0.0,0.0,,,,206
209,2020,14,21.18,Lo,11,7,M,1.0,1.0,2.88,Sh,3.0,206
210,2020,14,21.18,Lo,11,8,S,0.0,0.0,,,,206
211,2020,14,21.18,Lo,11,9,M,1.0,6.0,2.47,Sh,2.0,206
212,2020,14,21.18,Lo,11,9,M,0.0,0.0,5.15,Me,4.0,206
213,2020,14,21.18,Lo,11,10,S,0.0,0.0,,,,206
214,2020,14,21.18,Lo,11,11,M,1.0,4.0,10.87,Me,7.0,206
215,2020,15,2.3,Sh,3,1,B,,,,,,206
216,2020,15,2.3,Sh,3,2,B,,,,,,206
217,2020,15,2.3,Sh,3,3,B,,,,,,206
218,2020,16,0.91,Sh,1,1,V,,,1.77,Sh,2.0,206
219,2020,17,6.53,Me,6,1,B,,,,,,206
220,2020,17,6.53,Me,6,2,V,,,5.14,Me,6.0,206
221,2020,17,6.53,Me,6,3,V,,,,,,206
222,2020,17,6.53,Me,6,4,M,,,,,,206
223,2020,17,6.53,Me,6,5,M,1.0,3.0,1.16,Sh,4.0,206
224,2020,17,6.53,Me,6,5,V,,,6.11,Me,5.0,206
225,2020,17,6.53,Me,6,6,M,0.0,0.0,3.33,Sh,2.0,206
226,2020,17,6.53,Me,6,6,M,0.0,0.0,4.96,Sh,3.0,206
227,2020,18,1.85,Sh,3,1,M,0.0,0.0,1.19,Sh,3.0,206
228,2020,18,1.85,Sh,3,2,B,,,,,,206
229,2020,18,1.85,Sh,3,3,M,0.0,0.0,5.43,Me,5.0,206
230,2020,19,4.81,Sh,5,1,B,,,,,,206
231,2020,19,4.81,Sh,5,2,V,,,1.35,Sh,3.0,206
232,2020,19,4.81,Sh,5,3,S,0.0,0.0,,,,206
233,2020,19,4.81,Sh,5,4,M,0.0,0.0,3.01,Sh,4.0,206
234,2020,19,4.81,Sh,5,5,V,,,,,,206
235,2020,20,3.29,Sh,4,1,B,,,,,,206
236,2020,20,3.29,Sh,4,2,V,,,0.16,Sh,1.0,206
237,2020,20,3.29,Sh,4,3,S,0.0,0.0,,,,206
238,2020,20,3.29,Sh,4,4,M,0.0,0.0,5.25,Me,6.0,206
239,2020,21,21.33,Lo,10,1,V,,,,,,206
240,2020,21,21.33,Lo,10,2,V,,,4.82,Sh,4.0,206
241,2020,21,21.33,Lo,10,3,B,,,,,,206
242,2020,21,21.33,Lo,10,4,V,,,0.9,Sh,3.0,206
243,2020,21,21.33,Lo,10,5,S,0.0,0.0,,,,206
244,2020,21,21.33,Lo,10,6,M,1.0,1.0,2.82,Sh,5.0,206
245,2020,21,21.33,Lo,10,7,V,,,0.96,Sh,1.0,206
246,2020,21,21.33,Lo,10,7,M,0.0,0.0,6.81,Me,9.0,206
247,2020,21,21.33,Lo,10,8,M,1.0,1.0,8.94,Me,1.0,206
248,2020,21,21.33,Lo,10,9,M,0.0,0.0,1.43,Sh,4.0,206
249,2020,21,21.33,Lo,10,10,M,0.0,0.0,2.68,Sh,3.0,206
250,2020,21,21.33,Lo,10,10,V,,,10.33,Me,7.0,206
251,2020,21,21.33,Lo,10,10,V,,,7.04,Me,8.0,206
252,2020,22,21.61,Lo,10,1,V,,,2.88,Sh,3.0,206
253,2020,22,21.61,Lo,10,1,M,,,,,,206
254,2020,22,21.61,Lo,10,2,V,,,3.32,Sh,4.0,206
255,2020,22,21.61,Lo,10,2,V,,,,,,206
256,2020,22,21.61,Lo,10,2,M,,,,,,206
257,2020,22,21.61,Lo,10,3,B,,,,,,206
258,2020,22,21.61,Lo,10,4,V,,,2.29,Sh,2.0,206
259,2020,22,21.61,Lo,10,5,S,0.0,0.0,,,,206
260,2020,22,21.61,Lo,10,6,M,,,,,,206
261,2020,22,21.61,Lo,10,7,M,1.0,4.0,8.31,Me,8.0,206
262,2020,22,21.61,Lo,10,8,M,1.0,6.0,1.89,Sh,2.0,206
263,2020,22,21.61,Lo,10,9,S,0.0,0.0,,,,206
264,2020,22,21.61,Lo,10,10,M,0.0,0.0,2.83,Sh,3.0,206
265,2020,23,19.01,Me,12,1,V,,,1.89,Sh,1.0,206
266,2020,23,19.01,Me,12,2,M,0.0,0.0,1.54,Sh,3.0,206
