bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
2088,2021,226,1.13,Sh,4,1,B,,,,,,786
2089,2021,226,1.13,Sh,4,2,V,,,0.2,Sh,1.0,786
2090,2021,226,1.13,Sh,4,2,V,,,0.39,Sh,1.0,786
2091,2021,226,1.13,Sh,4,3,V,,,,,,786
2092,2021,226,1.13,Sh,4,4,V,,,1.86,Sh,2.0,786
2093,2021,228,0.53,Sh,3,1,V,,,1.99,Sh,2.0,786
2094,2021,228,0.53,Sh,3,1,V,,,2.04,Sh,2.0,786
2095,2021,228,0.53,Sh,3,2,S,0.0,0.0,,,,786
2096,2021,228,0.53,Sh,3,3,V,,,4.98,Sh,4.0,786
2097,2021,228,0.53,Sh,3,3,V,,,3.52,Sh,7.0,786
2098,2021,230,2.29,Sh,3,1,V,,,,,,786
2099,2021,230,2.29,Sh,3,1,V,,,0.62,Sh,3.0,786
2100,2021,230,2.29,Sh,3,2,V,,,4.11,Sh,3.0,786
2101,2021,230,2.29,Sh,3,3,B,,,,,,786
2102,2021,230,0.96,Sh,2,1,M,1.0,1.0,0.93,Sh,1.0,786
2103,2021,230,0.96,Sh,2,2,M,0.0,0.0,1.39,Sh,4.0,786
2104,2021,231,5.08,Me,3,1,B,,,,,,786
2105,2021,231,5.08,Me,3,2,M,0.0,0.0,5.08,Me,1.0,786
2106,2021,231,5.08,Me,3,3,M,0.0,0.0,7.37,Me,7.0,786
2107,2021,231,5.08,Me,3,3,V,,,1.55,Sh,4.0,786
2108,2021,231,5.08,Me,3,3,V,,,0.07,Sh,1.0,786
2109,2021,232,0.27,Sh,1,1,S,0.0,0.0,,,,786
2110,2021,235,3.51,Sh,1,1,V,,,6.39,Me,4.0,786
2111,2021,236,6.04,Me,6,1,B,,,,,,786
2112,2021,236,6.04,Me,6,2,M,1.0,4.0,1.71,Sh,5.0,786
2113,2021,236,6.04,Me,6,3,S,0.0,0.0,,,,786
2114,2021,236,6.04,Me,6,4,S,0.0,0.0,,,,786
2115,2021,236,6.04,Me,6,5,S,0.0,0.0,,,,786
2116,2021,236,6.04,Me,6,6,M,0.0,0.0,0.92,Sh,4.0,786
2117,2021,236,6.04,Me,6,6,V,,,4.05,Sh,7.0,786
2118,2021,238,4.29,Sh,7,1,B,,,,,,786
2119,2021,238,4.29,Sh,7,2,B,,,,,,786
2120,2021,238,4.29,Sh,7,3,S,0.0,0.0,,,,786
2121,2021,238,4.29,Sh,7,4,S,0.0,0.0,,,,786
2122,2021,238,4.29,Sh,7,5,S,0.0,0.0,,,,786
2123,2021,238,4.29,Sh,7,6,M,1.0,3.0,7.93,Me,4.0,786
2124,2021,238,4.29,Sh,7,7,M,1.0,4.0,10.32,Me,7.0,786
2125,2021,238,4.29,Sh,7,7,V,,,8.3,Me,4.0,786
2126,2021,240,1.5,Sh,3,1,B,,,,,,786
2127,2021,240,1.5,Sh,3,2,B,,,,,,786
2128,2021,240,1.5,Sh,3,3,M,1.0,5.0,3.97,Sh,3.0,786
2129,2021,240,1.5,Sh,3,3,M,,,,,,786
2130,2021,240,1.5,Sh,3,3,V,,,3.08,Sh,9.0,786
2131,2021,241,3.17,Sh,1,1,M,1.0,1.0,1.2,Sh,2.0,786
2132,2021,243,2.54,Sh,2,1,B,,,,,,786
2133,2021,243,2.54,Sh,2,2,S,0.0,0.0,,,,786
2134,2021,245,1.51,Sh,3,1,B,,,,,,786
2135,2021,245,1.51,Sh,3,2,M,0.0,0.0,2.2,Sh,3.0,786
2136,2021,245,1.51,Sh,3,3,V,,,2.27,Sh,3.0,786
2137,2021,245,4.07,Sh,5,1,B,,,,,,786
2138,2021,245,4.07,Sh,5,2,V,,,0.67,Sh,2.0,786
2139,2021,245,4.07,Sh,5,3,V,,,,,,786
2140,2021,245,4.07,Sh,5,3,V,,,0.72,Sh,3.0,786
2141,2021,245,4.07,Sh,5,3,M,,,,,,786
2142,2021,245,4.07,Sh,5,3,M,0.0,0.0,2.67,Sh,3.0,786
2143,2021,245,4.07,Sh,5,4,M,1.0,5.0,2.46,Sh,5.0,786
2144,2021,245,4.07,Sh,5,5,V,,,3.19,Sh,4.0,786
2145,2021,245,4.07,Sh,5,5,M,0.0,0.0,2.96,Sh,4.0,786
2146,2021,245,4.07,Sh,5,5,M,0.0,0.0,0.1,Sh,4.0,786
2147,2021,246,5.98,Me,5,1,V,,,,,,786
2148,2021,246,5.98,Me,5,2,V,,,0.52,Sh,4.0,786
2149,2021,246,5.98,Me,5,3,S,0.0,0.0,,,,786
2150,2021,246,5.98,Me,5,4,M,0.0,0.0,4.03,Sh,3.0,786
2151,2021,246,5.98,Me,5,5,M,1.0,3.0,2.99,Sh,4.0,786
2152,2021,247,4.26,Sh,4,1,B,,,,,,786
2153,2021,247,4.26,Sh,4,2,V,,,5.27,Me,3.0,786
2154,2021,247,4.26,Sh,4,2,V,,,4.14,Sh,2.0,786
2155,2021,247,4.26,Sh,4,2,V,,,2.41,Sh,1.0,786
2156,2021,247,4.26,Sh,4,3,S,0.0,0.0,,,,786
2157,2021,247,4.26,Sh,4,4,V,,,4.42,Sh,3.0,786
2158,2021,249,3.03,Sh,3,1,B,,,,,,786
2159,2021,249,3.03,Sh,3,2,B,,,,,,786
2160,2021,249,3.03,Sh,3,3,M,0.0,0.0,7.92,Me,5.0,786
2161,2021,250,0.93,Sh,5,1,S,0.0,0.0,,,,786
2162,2021,250,0.93,Sh,5,2,V,,,,,,786
2163,2021,250,0.93,Sh,5,3,V,,,4.2,Sh,2.0,786
2164,2021,250,0.93,Sh,5,3,M,0.0,0.0,2.13,Sh,2.0,786
2165,2021,250,0.93,Sh,5,4,M,0.0,0.0,1.6,Sh,3.0,786
2166,2021,250,0.93,Sh,5,5,V,,,3.98,Sh,1.0,786
2167,2021,251,4.74,Sh,4,1,V,,,3.54,Sh,8.0,786
2168,2021,251,4.74,Sh,4,2,S,0.0,0.0,,,,786
2169,2021,251,4.74,Sh,4,3,B,,,,,,786
2170,2021,251,4.74,Sh,4,4,V,,,,,,786
2171,2021,252,3.38,Sh,5,1,V,,,2.25,Sh,5.0,786
2172,2021,252,3.38,Sh,5,2,M,1.0,2.0,7.7,Me,5.0,786
2173,2021,252,3.38,Sh,5,3,S,0.0,0.0,,,,786
2174,2021,252,3.38,Sh,5,4,M,0.0,0.0,2.02,Sh,2.0,786
2175,2021,252,3.38,Sh,5,5,M,0.0,0.0,6.17,Me,5.0,786
2176,2021,252,3.38,Sh,5,5,M,0.0,0.0,3.5,Sh,4.0,786
2177,2021,255,1.2,Sh,1,1,S,0.0,0.0,,,,786
2178,2021,256,0.85,Sh,3,1,B,,,,,,786
2179,2021,256,0.85,Sh,3,2,S,0.0,0.0,,,,786
2180,2021,256,0.85,Sh,3,3,B,,,,,,786
2181,2021,257,5.4,Me,7,1,V,,,2.43,Sh,6.0,786
2182,2021,257,5.4,Me,7,2,B,,,,,,786
2183,2021,257,5.4,Me,7,3,M,1.0,2.0,6.63,Me,5.0,786
2184,2021,257,5.4,Me,7,4,V,,,1.52,Sh,4.0,786
2185,2021,257,5.4,Me,7,5,M,0.0,0.0,4.21,Sh,4.0,786
2186,2021,257,5.4,Me,7,6,B,,,,,,786
2187,2021,257,5.4,Me,7,7,M,0.0,0.0,3.83,Sh,4.0,786
2188,2021,258,3.41,Sh,1,1,B,,,,,,786
2189,2021,259,8.54,Me,8,1,B,,,,,,786
2190,2021,259,8.54,Me,8,2,V,,,,,,786
2191,2021,259,8.54,Me,8,3,V,,,2.13,Sh,4.0,786
2192,2021,259,8.54,Me,8,4,V,,,0.2,Sh,4.0,786
2193,2021,259,8.54,Me,8,4,V,,,4.71,Sh,5.0,786
2194,2021,259,8.54,Me,8,4,V,,,2.74,Sh,2.0,786
2195,2021,259,8.54,Me,8,5,B,,,,,,786
2196,2021,259,8.54,Me,8,6,M,0.0,0.0,3.39,Sh,3.0,786
2197,2021,259,8.54,Me,8,7,M,0.0,0.0,3.97,Sh,6.0,786
2198,2021,259,8.54,Me,8,7,M,1.0,2.0,4.24,Sh,4.0,786
2199,2021,259,8.54,Me,8,7,V,,,3.9,Sh,2.0,786
2200,2021,259,8.54,Me,8,8,V,,,6.53,Me,5.0,786
2201,2021,259,8.54,Me,8,8,M,1.0,3.0,7.45,Me,7.0,786
2202,2021,260,2.15,Sh,7,1,V,,,2.17,Sh,2.0,786
2203,2021,260,2.15,Sh,7,2,M,0.0,0.0,0.23,Sh,1.0,786
