bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
231,2020,14,2.8,Sh,2,1,V,,,4.29,Sh,1.0,897
232,2020,14,2.8,Sh,2,2,B,,,,,,897
233,2020,15,12.14,Me,9,1,V,,,3.47,Sh,3.0,897
234,2020,15,12.14,Me,9,2,V,,,,,,897
235,2020,15,12.14,Me,9,3,M,0.0,0.0,2.68,Sh,6.0,897
236,2020,15,12.14,Me,9,4,M,1.0,1.0,2.35,Sh,4.0,897
237,2020,15,12.14,Me,9,5,S,0.0,0.0,,,,897
238,2020,15,12.14,Me,9,6,S,0.0,0.0,,,,897
239,2020,15,12.14,Me,9,7,M,0.0,0.0,4.55,Sh,7.0,897
240,2020,15,12.14,Me,9,8,B,,,,,,897
241,2020,15,12.14,Me,9,9,V,,,7.36,Me,8.0,897
242,2020,15,12.14,Me,9,9,M,0.0,0.0,3.27,Sh,1.0,897
243,2020,16,3.75,Sh,4,1,B,,,,,,897
244,2020,16,3.75,Sh,4,2,V,,,1.39,Sh,5.0,897
245,2020,16,3.75,Sh,4,3,M,0.0,0.0,3.64,Sh,3.0,897
246,2020,16,3.75,Sh,4,3,M,,,,,,897
247,2020,16,3.75,Sh,4,4,V,,,4.45,Sh,4.0,897
248,2020,16,3.75,Sh,4,4,V,,,5.88,Me,2.0,897
249,2020,17,5.35,Me,3,1,B,,,,,,897
250,2020,17,5.35,Me,3,2,M,1.0,2.0,5.33,Me,4.0,897
251,2020,17,5.35,Me,3,3,B,,,,,,897
252,2020,18,11.01,Me,6,1,B,,,,,,897
253,2020,18,11.01,Me,6,2,M,0.0,0.0,4.71,Sh,7.0,897
254,2020,18,11.01,Me,6,3,B,,,,,,897
255,2020,18,11.01,Me,6,4,M,1.0,1.0,2.3,Sh,3.0,897
256,2020,18,11.01,Me,6,5,M,0.0,0.0,0.65,Sh,1.0,897
257,2020,18,11.01,Me,6,6,S,0.0,0.0,,,,897
258,2020,19,9.14,Me,5,1,V,,,0.58,Sh,2.0,897
259,2020,19,9.14,Me,5,1,V,,,0.82,Sh,2.0,897
260,2020,19,9.14,Me,5,2,B,,,,,,897
261,2020,19,9.14,Me,5,3,S,0.0,0.0,,,,897
262,2020,19,9.14,Me,5,4,S,0.0,0.0,,,,897
263,2020,19,9.14,Me,5,5,M,1.0,3.0,1.36,Sh,6.0,897
264,2020,20,21.98,Lo,7,1,B,,,,,,897
265,2020,20,21.98,Lo,7,2,M,,,,,,897
266,2020,20,21.98,Lo,7,3,M,1.0,4.0,0.06,Sh,1.0,897
267,2020,20,21.98,Lo,7,4,V,,,2.97,Sh,6.0,897
268,2020,20,21.98,Lo,7,5,V,,,,,,897
269,2020,20,21.98,Lo,7,6,M,0.0,0.0,3.15,Sh,3.0,897
270,2020,20,21.98,Lo,7,6,M,0.0,0.0,6.76,Me,8.0,897
271,2020,20,21.98,Lo,7,7,M,0.0,0.0,4.8,Sh,2.0,897
272,2020,21,5.8,Me,6,1,V,,,0.76,Sh,5.0,897
273,2020,21,5.8,Me,6,2,V,,,1.4,Sh,3.0,897
274,2020,21,5.8,Me,6,3,M,0.0,0.0,2.51,Sh,5.0,897
275,2020,21,5.8,Me,6,3,V,,,2.6,Sh,3.0,897
276,2020,21,5.8,Me,6,4,S,0.0,0.0,,,,897
277,2020,21,5.8,Me,6,5,V,,,1.1,Sh,3.0,897
278,2020,21,5.8,Me,6,6,M,0.0,0.0,4.63,Sh,1.0,897
279,2020,22,23.11,Lo,10,1,V,,,5.21,Me,3.0,897
280,2020,22,23.11,Lo,10,1,V,,,,,,897
281,2020,22,23.11,Lo,10,2,V,,,2.23,Sh,1.0,897
282,2020,22,23.11,Lo,10,3,V,,,,,,897
283,2020,22,23.11,Lo,10,3,V,,,0.04,Sh,1.0,897
284,2020,22,23.11,Lo,10,3,V,,,4.02,Sh,3.0,897
285,2020,22,23.11,Lo,10,3,V,,,1.24,Sh,2.0,897
286,2020,22,23.11,Lo,10,4,V,,,1.67,Sh,4.0,897
287,2020,22,23.11,Lo,10,5,V,,,2.81,Sh,5.0,897
288,2020,22,23.11,Lo,10,6,S,0.0,0.0,,,,897
289,2020,22,23.11,Lo,10,7,M,1.0,3.0,5.72,Me,2.0,897
290,2020,22,23.11,Lo,10,7,M,0.0,0.0,6.83,Me,4.0,897
291,2020,22,23.11,Lo,10,7,M,1.0,3.0,1.79,Sh,3.0,897
292,2020,22,23.11,Lo,10,8,M,0.0,0.0,2.41,Sh,6.0,897
293,2020,22,23.11,Lo,10,9,M,0.0,0.0,8.34,Me,7.0,897
294,2020,22,23.11,Lo,10,9,V,,,,,,897
295,2020,22,23.11,Lo,10,9,M,0.0,0.0,8.96,Me,6.0,897
296,2020,22,23.11,Lo,10,10,V,,,8.57,Me,5.0,897
297,2020,23,35.75,Lo,13,1,B,,,,,,897
298,2020,23,35.75,Lo,13,2,M,0.0,0.0,3.08,Sh,3.0,897
299,2020,23,35.75,Lo,13,3,S,0.0,0.0,,,,897
300,2020,23,35.75,Lo,13,4,S,0.0,0.0,,,,897
301,2020,23,35.75,Lo,13,5,S,0.0,0.0,,,,897
302,2020,23,35.75,Lo,13,6,M,1.0,3.0,3.1,Sh,5.0,897
303,2020,23,35.75,Lo,13,6,V,,,,,,897
304,2020,23,35.75,Lo,13,7,M,1.0,2.0,3.1,Sh,4.0,897
305,2020,23,35.75,Lo,13,8,V,,,5.22,Me,2.0,897
306,2020,23,35.75,Lo,13,9,M,1.0,2.0,7.5,Me,5.0,897
307,2020,23,35.75,Lo,13,10,V,,,5.67,Me,4.0,897
308,2020,23,35.75,Lo,13,10,M,0.0,0.0,5.05,Me,6.0,897
309,2020,23,35.75,Lo,13,11,S,0.0,0.0,,,,897
310,2020,23,35.75,Lo,13,12,S,0.0,0.0,,,,897
311,2020,23,35.75,Lo,13,13,V,,,2.0,Sh,3.0,897
312,2020,24,24.12,Lo,12,1,V,,,,,,897
313,2020,24,24.12,Lo,12,2,S,0.0,0.0,,,,897
314,2020,24,24.12,Lo,12,3,M,0.0,0.0,4.99,Sh,2.0,897
315,2020,24,24.12,Lo,12,4,S,0.0,0.0,,,,897
316,2020,24,24.12,Lo,12,5,V,,,4.75,Sh,4.0,897
317,2020,24,24.12,Lo,12,5,M,0.0,0.0,3.94,Sh,8.0,897
318,2020,24,24.12,Lo,12,5,V,,,3.42,Sh,5.0,897
319,2020,24,24.12,Lo,12,6,M,0.0,0.0,6.66,Me,4.0,897
320,2020,24,24.12,Lo,12,6,V,,,0.43,Sh,1.0,897
321,2020,24,24.12,Lo,12,7,M,1.0,5.0,5.27,Me,7.0,897
322,2020,24,24.12,Lo,12,7,M,0.0,0.0,3.78,Sh,1.0,897
323,2020,24,24.12,Lo,12,8,M,1.0,2.0,6.3,Me,5.0,897
324,2020,24,24.12,Lo,12,9,M,0.0,0.0,3.23,Sh,3.0,897
