bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
221,2020,14,0.5,Sh,2,1,V,,,1.32,Sh,3.0,554
222,2020,14,0.5,Sh,2,2,V,,,3.59,Sh,1.0,554
223,2020,15,2.98,Sh,4,1,M,0.0,0.0,2.59,Sh,5.0,554
224,2020,15,2.98,Sh,4,2,S,0.0,0.0,,,,554
225,2020,15,2.98,Sh,4,3,S,0.0,0.0,,,,554
226,2020,15,2.98,Sh,4,4,S,0.0,0.0,,,,554
227,2020,16,10.83,Me,9,1,B,,,,,,554
228,2020,16,10.83,Me,9,2,V,,,,,,554
229,2020,16,10.83,Me,9,3,V,,,,,,554
230,2020,16,10.83,Me,9,4,V,,,3.03,Sh,5.0,554
231,2020,16,10.83,Me,9,5,V,,,5.94,Me,5.0,554
232,2020,16,10.83,Me,9,6,S,0.0,0.0,,,,554
233,2020,16,10.83,Me,9,7,M,0.0,0.0,0.09,Sh,3.0,554
234,2020,16,10.83,Me,9,7,V,,,3.03,Sh,4.0,554
235,2020,16,10.83,Me,9,7,M,0.0,0.0,3.22,Sh,4.0,554
236,2020,16,10.83,Me,9,8,M,0.0,0.0,6.24,Me,5.0,554
237,2020,16,10.83,Me,9,9,M,0.0,0.0,5.54,Me,3.0,554
238,2020,17,0.51,Sh,3,1,V,,,1.43,Sh,1.0,554
239,2020,17,0.51,Sh,3,2,B,,,,,,554
240,2020,17,0.51,Sh,3,3,V,,,1.98,Sh,4.0,554
241,2020,17,0.51,Sh,3,3,V,,,5.37,Me,5.0,554
242,2020,18,1.63,Sh,3,1,B,,,,,,554
243,2020,18,1.63,Sh,3,2,S,0.0,0.0,,,,554
244,2020,18,1.63,Sh,3,3,V,,,3.98,Sh,2.0,554
245,2020,19,17.36,Me,12,1,B,,,,,,554
246,2020,19,17.36,Me,12,2,V,,,,,,554
247,2020,19,17.36,Me,12,3,V,,,3.22,Sh,3.0,554
248,2020,19,17.36,Me,12,4,S,0.0,0.0,,,,554
249,2020,19,17.36,Me,12,5,B,,,,,,554
250,2020,19,17.36,Me,12,6,M,1.0,1.0,2.81,Sh,5.0,554
251,2020,19,17.36,Me,12,7,M,1.0,3.0,1.05,Sh,2.0,554
252,2020,19,17.36,Me,12,8,M,0.0,0.0,3.11,Sh,2.0,554
253,2020,19,17.36,Me,12,9,M,0.0,0.0,0.19,Sh,1.0,554
254,2020,19,17.36,Me,12,9,M,0.0,0.0,2.65,Sh,4.0,554
255,2020,19,17.36,Me,12,10,S,0.0,0.0,,,,554
256,2020,19,17.36,Me,12,11,M,0.0,0.0,7.65,Me,5.0,554
257,2020,19,17.36,Me,12,11,M,0.0,0.0,5.39,Me,4.0,554
258,2020,19,17.36,Me,12,11,M,1.0,4.0,0.88,Sh,3.0,554
259,2020,19,17.36,Me,12,12,M,0.0,0.0,0.17,Sh,1.0,554
260,2020,20,11.55,Me,7,1,B,,,,,,554
261,2020,20,11.55,Me,7,2,B,,,,,,554
262,2020,20,11.55,Me,7,3,B,,,,,,554
263,2020,20,11.55,Me,7,4,M,1.0,1.0,4.32,Sh,3.0,554
264,2020,20,11.55,Me,7,5,S,0.0,0.0,,,,554
265,2020,20,11.55,Me,7,6,V,,,4.96,Sh,1.0,554
266,2020,20,11.55,Me,7,7,M,1.0,3.0,6.26,Me,3.0,554
267,2020,21,15.64,Me,9,1,M,1.0,1.0,0.79,Sh,4.0,554
268,2020,21,15.64,Me,9,1,M,,,,,,554
269,2020,21,15.64,Me,9,1,V,,,,,,554
270,2020,21,15.64,Me,9,2,V,,,0.24,Sh,1.0,554
271,2020,21,15.64,Me,9,3,S,0.0,0.0,,,,554
272,2020,21,15.64,Me,9,4,M,0.0,0.0,0.06,Sh,4.0,554
273,2020,21,15.64,Me,9,4,M,,,,,,554
274,2020,21,15.64,Me,9,4,M,0.0,0.0,4.41,Sh,3.0,554
275,2020,21,15.64,Me,9,4,M,0.0,0.0,1.96,Sh,4.0,554
276,2020,21,15.64,Me,9,5,S,0.0,0.0,,,,554
277,2020,21,15.64,Me,9,6,B,,,,,,554
278,2020,21,15.64,Me,9,7,M,0.0,0.0,2.62,Sh,8.0,554
