bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
231,2020,14,2.76,Sh,4,1,V,,,1.89,Sh,1.0,826
232,2020,14,2.76,Sh,4,1,V,,,,,,826
233,2020,14,2.76,Sh,4,1,V,,,2.8,Sh,2.0,826
234,2020,14,2.76,Sh,4,2,S,0.0,0.0,,,,826
235,2020,14,2.76,Sh,4,3,M,0.0,0.0,0.28,Sh,1.0,826
236,2020,14,2.76,Sh,4,3,V,,,2.57,Sh,5.0,826
237,2020,14,2.76,Sh,4,3,V,,,3.84,Sh,4.0,826
238,2020,14,2.76,Sh,4,4,S,0.0,0.0,,,,826
239,2020,15,0.88,Sh,4,1,V,,,2.61,Sh,2.0,826
240,2020,15,0.88,Sh,4,2,V,,,1.68,Sh,3.0,826
241,2020,15,0.88,Sh,4,3,S,0.0,0.0,,,,826
242,2020,15,0.88,Sh,4,4,V,,,6.1,Me,4.0,826
243,2020,16,2.08,Sh,2,1,V,,,2.23,Sh,3.0,826
244,2020,16,2.08,Sh,2,2,M,0.0,0.0,1.1,Sh,4.0,826
245,2020,16,2.08,Sh,2,2,M,0.0,0.0,3.15,Sh,1.0,826
246,2020,17,4.46,Sh,3,1,M,0.0,0.0,2.12,Sh,2.0,826
247,2020,17,4.46,Sh,3,2,B,,,,,,826
248,2020,17,4.46,Sh,3,3,M,1.0,1.0,4.16,Sh,2.0,826
249,2020,17,4.46,Sh,3,3,V,,,4.73,Sh,8.0,826
250,2020,18,10.31,Me,6,1,M,,,,,,826
251,2020,18,10.31,Me,6,2,B,,,,,,826
252,2020,18,10.31,Me,6,3,M,0.0,0.0,5.53,Me,4.0,826
253,2020,18,10.31,Me,6,4,V,,,5.61,Me,7.0,826
254,2020,18,10.31,Me,6,5,V,,,1.88,Sh,5.0,826
255,2020,18,10.31,Me,6,6,M,0.0,0.0,4.4,Sh,8.0,826
256,2020,18,10.31,Me,6,6,V,,,1.79,Sh,3.0,826
257,2020,18,10.31,Me,6,6,V,,,5.51,Me,3.0,826
258,2020,19,4.71,Sh,2,1,B,,,,,,826
259,2020,19,4.71,Sh,2,2,V,,,7.21,Me,3.0,826
260,2020,20,4.54,Sh,4,1,V,,,4.63,Sh,5.0,826
261,2020,20,4.54,Sh,4,2,S,0.0,0.0,,,,826
262,2020,20,4.54,Sh,4,3,S,0.0,0.0,,,,826
263,2020,20,4.54,Sh,4,4,V,,,7.44,Me,4.0,826
264,2020,21,6.51,Me,6,1,V,,,,,,826
265,2020,21,6.51,Me,6,1,V,,,,,,826
266,2020,21,6.51,Me,6,2,B,,,,,,826
267,2020,21,6.51,Me,6,3,B,,,,,,826
268,2020,21,6.51,Me,6,4,B,,,,,,826
269,2020,21,6.51,Me,6,5,M,0.0,0.0,3.19,Sh,4.0,826
270,2020,21,6.51,Me,6,6,S,0.0,0.0,,,,826
271,2020,22,16.83,Me,7,1,V,,,,,,826
272,2020,22,16.83,Me,7,1,V,,,1.45,Sh,4.0,826
273,2020,22,16.83,Me,7,1,M,,,,,,826
274,2020,22,16.83,Me,7,2,B,,,,,,826
275,2020,22,16.83,Me,7,3,S,0.0,0.0,,,,826
276,2020,22,16.83,Me,7,4,M,0.0,0.0,2.47,Sh,4.0,826
277,2020,22,16.83,Me,7,4,V,,,2.88,Sh,2.0,826
278,2020,22,16.83,Me,7,4,M,0.0,0.0,5.16,Me,2.0,826
279,2020,22,16.83,Me,7,5,M,1.0,2.0,1.08,Sh,4.0,826
280,2020,22,16.83,Me,7,6,M,0.0,0.0,8.4,Me,7.0,826
281,2020,22,16.83,Me,7,7,V,,,6.96,Me,4.0,826
282,2020,23,4.92,Sh,4,1,B,,,,,,826
283,2020,23,4.92,Sh,4,2,M,1.0,3.0,0.32,Sh,2.0,826
284,2020,23,4.92,Sh,4,3,S,0.0,0.0,,,,826
285,2020,23,4.92,Sh,4,4,V,,,7.56,Me,5.0,826
286,2020,24,10.15,Me,5,1,V,,,5.82,Me,2.0,826
287,2020,24,10.15,Me,5,2,V,,,2.29,Sh,2.0,826
288,2020,24,10.15,Me,5,3,V,,,3.4,Sh,4.0,826
289,2020,24,10.15,Me,5,3,M,0.0,0.0,0.45,Sh,1.0,826
290,2020,24,10.15,Me,5,3,V,,,0.91,Sh,1.0,826
291,2020,24,10.15,Me,5,4,V,,,3.4,Sh,1.0,826
292,2020,24,10.15,Me,5,4,M,,,,,,826
293,2020,24,10.15,Me,5,5,S,0.0,0.0,,,,826
294,2020,25,7.7,Me,8,1,B,,,,,,826
295,2020,25,7.7,Me,8,2,V,,,0.03,Sh,2.0,826
296,2020,25,7.7,Me,8,3,M,,,,,,826
297,2020,25,7.7,Me,8,3,M,0.0,0.0,1.45,Sh,1.0,826
298,2020,25,7.7,Me,8,4,M,0.0,0.0,0.3,Sh,1.0,826
299,2020,25,7.7,Me,8,5,M,0.0,0.0,0.29,Sh,1.0,826
300,2020,25,7.7,Me,8,5,V,,,3.49,Sh,4.0,826
301,2020,25,7.7,Me,8,6,S,0.0,0.0,,,,826
302,2020,25,7.7,Me,8,7,M,0.0,0.0,4.46,Sh,4.0,826
303,2020,25,7.7,Me,8,8,M,0.0,0.0,8.24,Me,5.0,826
304,2020,26,16.43,Me,8,1,V,,,,,,826
305,2020,26,16.43,Me,8,2,V,,,1.03,Sh,5.0,826
306,2020,26,16.43,Me,8,3,B,,,,,,826
307,2020,26,16.43,Me,8,4,S,0.0,0.0,,,,826
308,2020,26,16.43,Me,8,5,M,1.0,2.0,2.47,Sh,2.0,826
309,2020,26,16.43,Me,8,6,V,,,0.46,Sh,1.0,826
310,2020,26,16.43,Me,8,7,M,0.0,0.0,8.96,Me,4.0,826
311,2020,26,16.43,Me,8,8,S,0.0,0.0,,,,826
312,2020,27,24.82,Lo,11,1,M,0.0,0.0,2.06,Sh,5.0,826
313,2020,27,24.82,Lo,11,2,V,,,0.63,Sh,2.0,826
314,2020,27,24.82,Lo,11,2,M,0.0,0.0,1.41,Sh,5.0,826
315,2020,27,24.82,Lo,11,3,M,0.0,0.0,4.5,Sh,2.0,826
316,2020,27,24.82,Lo,11,4,V,,,3.91,Sh,5.0,826
317,2020,27,24.82,Lo,11,4,V,,,1.72,Sh,5.0,826
318,2020,27,24.82,Lo,11,4,M,0.0,0.0,5.66,Me,4.0,826
319,2020,27,24.82,Lo,11,4,V,,,1.71,Sh,1.0,826
320,2020,27,24.82,Lo,11,4,M,0.0,0.0,1.69,Sh,3.0,826
321,2020,27,24.82,Lo,11,5,M,0.0,0.0,2.34,Sh,4.0,826
322,2020,27,24.82,Lo,11,5,M,0.0,0.0,6.35,Me,4.0,826
323,2020,27,24.82,Lo,11,6,S,0.0,0.0,,,,826
324,2020,27,24.82,Lo,11,7,S,0.0,0.0,,,,826
325,2020,27,24.82,Lo,11,8,M,,,,,,826
326,2020,27,24.82,Lo,11,9,S,0.0,0.0,,,,826
327,2020,27,24.82,Lo,11,10,S,0.0,0.0,,,,826
328,2020,27,24.82,Lo,11,11,M,0.0,0.0,2.41,Sh,3.0,826
329,2020,27,24.82,Lo,11,11,M,0.0,0.0,0.46,Sh,3.0,826
330,2020,28,24.34,Lo,9,1,V,,,0.33,Sh,1.0,826
331,2020,28,24.34,Lo,9,2,V,,,5.83,Me,6.0,826
332,2020,28,24.34,Lo,9,3,V,,,0.83,Sh,2.0,826
333,2020,28,24.34,Lo,9,4,B,,,,,,826
334,2020,28,24.34,Lo,9,5,M,1.0,2.0,6.28,Me,6.0,826
335,2020,28,24.34,Lo,9,6,S,0.0,0.0,,,,826
336,2020,28,24.34,Lo,9,7,M,1.0,7.0,3.95,Sh,6.0,826
337,2020,28,24.34,Lo,9,8,S,0.0,0.0,,,,826
338,2020,28,24.34,Lo,9,9,M,0.0,0.0,6.4,Me,4.0,826
339,2020,29,34.17,Lo,11,1,V,,,2.78,Sh,4.0,826
340,2020,29,34.17,Lo,11,2,V,,,1.92,Sh,4.0,826
341,2020,29,34.17,Lo,11,3,M,0.0,0.0,1.78,Sh,1.0,826
342,2020,29,34.17,Lo,11,3,V,,,,,,826
343,2020,29,34.17,Lo,11,4,S,0.0,0.0,,,,826
344,2020,29,34.17,Lo,11,5,M,0.0,0.0,5.76,Me,5.0,826
