bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
221,2020,14,1.61,Sh,7,1,B,,,,,,935
222,2020,14,1.61,Sh,7,2,V,,,,,,935
223,2020,14,1.61,Sh,7,3,S,0.0,0.0,,,,935
224,2020,14,1.61,Sh,7,4,S,0.0,0.0,,,,935
225,2020,14,1.61,Sh,7,5,M,,,,,,935
226,2020,14,1.61,Sh,7,6,S,0.0,0.0,,,,935
227,2020,14,1.61,Sh,7,7,M,1.0,4.0,4.09,Sh,5.0,935
228,2020,15,10.42,Me,7,1,M,0.0,0.0,4.62,Sh,4.0,935
229,2020,15,10.42,Me,7,1,V,,,,,,935
230,2020,15,10.42,Me,7,2,B,,,,,,935
231,2020,15,10.42,Me,7,3,S,0.0,0.0,,,,935
232,2020,15,10.42,Me,7,4,M,,,,,,935
233,2020,15,10.42,Me,7,4,V,,,0.86,Sh,5.0,935
234,2020,15,10.42,Me,7,4,V,,,0.68,Sh,3.0,935
235,2020,15,10.42,Me,7,5,M,0.0,0.0,3.45,Sh,4.0,935
236,2020,15,10.42,Me,7,6,B,,,,,,935
237,2020,15,10.42,Me,7,7,S,0.0,0.0,,,,935
238,2020,16,11.06,Me,4,1,V,,,0.55,Sh,2.0,935
239,2020,16,11.06,Me,4,2,B,,,,,,935
240,2020,16,11.06,Me,4,3,M,0.0,0.0,4.8,Sh,4.0,935
241,2020,16,11.06,Me,4,3,V,,,1.48,Sh,1.0,935
242,2020,16,11.06,Me,4,3,M,0.0,0.0,3.13,Sh,2.0,935
243,2020,16,11.06,Me,4,4,M,0.0,0.0,1.54,Sh,3.0,935
244,2020,16,11.06,Me,4,4,M,1.0,3.0,8.73,Me,5.0,935
245,2020,16,11.06,Me,4,4,V,,,5.4,Me,6.0,935
246,2020,16,11.06,Me,4,4,M,0.0,0.0,7.25,Me,9.0,935
247,2020,17,14.04,Me,8,1,B,,,,,,935
248,2020,17,14.04,Me,8,2,M,,,,,,935
249,2020,17,14.04,Me,8,3,B,,,,,,935
250,2020,17,14.04,Me,8,4,V,,,2.49,Sh,3.0,935
251,2020,17,14.04,Me,8,5,V,,,6.39,Me,5.0,935
252,2020,17,14.04,Me,8,5,M,1.0,1.0,2.43,Sh,4.0,935
253,2020,17,14.04,Me,8,6,M,1.0,5.0,2.84,Sh,4.0,935
