bud_id,year,shoot_id,length_cm,cat,nodes,rank,fate,clusters,nuts,new_length_cm,new_cat,new_nodes,simulation_nb
2206,2021,222,4.11,Sh,1,1,V,,,0.89,Sh,3.0,231
2207,2021,222,4.11,Sh,1,1,V,,,,,,231
2208,2021,227,0.14,Sh,3,1,B,,,,,,231
2209,2021,227,0.14,Sh,3,2,S,0.0,0.0,,,,231
2210,2021,227,0.14,Sh,3,3,M,0.0,0.0,4.8,Sh,6.0,231
2211,2021,227,0.14,Sh,3,3,M,1.0,3.0,2.73,Sh,5.0,231
2212,2021,228,0.44,Sh,3,1,S,0.0,0.0,,,,231
2213,2021,228,0.44,Sh,3,2,B,,,,,,231
2214,2021,228,0.44,Sh,3,3,M,1.0,2.0,5.79,Me,2.0,231
2215,2021,228,0.44,Sh,3,3,M,1.0,5.0,1.2,Sh,1.0,231
2216,2021,229,5.04,Me,4,1,S,0.0,0.0,,,,231
2217,2021,229,5.04,Me,4,2,B,,,,,,231
2218,2021,229,5.04,Me,4,3,B,,,,,,231
2219,2021,229,5.04,Me,4,4,M,1.0,2.0,5.85,Me,4.0,231
2220,2021,230,7.63,Me,5,1,M,,,,,,231
2221,2021,230,7.63,Me,5,1,M,0.0,0.0,0.84,Sh,1.0,231
2222,2021,230,7.63,Me,5,2,V,,,4.88,Sh,8.0,231
2223,2021,230,7.63,Me,5,2,V,,,1.39,Sh,1.0,231
2224,2021,230,7.63,Me,5,2,V,,,1.38,Sh,2.0,231
2225,2021,230,7.63,Me,5,3,B,,,,,,231
2226,2021,230,7.63,Me,5,4,S,0.0,0.0,,,,231
2227,2021,230,7.63,Me,5,5,V,,,7.4,Me,5.0,231
2228,2021,230,7.63,Me,5,5,M,0.0,0.0,3.71,Sh,5.0,231
2229,2021,230,7.63,Me,5,5,V,,,4.55,Sh,5.0,231
2230,2021,231,3.4,Sh,2,1,B,,,,,,231
2231,2021,231,3.4,Sh,2,2,M,0.0,0.0,4.82,Sh,6.0,231
2232,2021,233,5.86,Me,3,1,S,0.0,0.0,,,,231
2233,2021,233,5.86,Me,3,2,B,,,,,,231
2234,2021,233,5.86,Me,3,3,V,,,3.9,Sh,6.0,231
2235,2021,234,0.5,Sh,2,1,S,0.0,0.0,,,,231
2236,2021,234,0.5,Sh,2,2,M,0.0,0.0,4.88,Sh,3.0,231
2237,2021,234,0.5,Sh,2,2,M,1.0,1.0,5.4,Me,5.0,231
2238,2021,236,6.1,Me,4,1,V,,,1.68,Sh,3.0,231
2239,2021,236,6.1,Me,4,2,B,,,,,,231
2240,2021,236,6.1,Me,4,3,S,0.0,0.0,,,,231
2241,2021,236,6.1,Me,4,4,V,,,2.68,Sh,4.0,231
2242,2021,237,10.41,Me,3,1,B,,,,,,231
2243,2021,237,10.41,Me,3,2,B,,,,,,231
2244,2021,237,10.41,Me,3,3,V,,,7.22,Me,7.0,231
2245,2021,238,0.95,Sh,2,1,B,,,,,,231
2246,2021,238,0.95,Sh,2,2,B,,,,,,231
2247,2021,243,6.14,Me,7,1,B,,,,,,231
2248,2021,243,6.14,Me,7,2,M,,,,,,231
2249,2021,243,6.14,Me,7,2,M,0.0,0.0,2.28,Sh,4.0,231
2250,2021,243,6.14,Me,7,3,V,,,1.22,Sh,3.0,231
2251,2021,243,6.14,Me,7,4,S,0.0,0.0,,,,231
2252,2021,243,6.14,Me,7,5,M,1.0,2.0,1.02,Sh,4.0,231
2253,2021,243,6.14,Me,7,6,M,0.0,0.0,6.84,Me,2.0,231
2254,2021,243,6.14,Me,7,7,V,,,1.47,Sh,2.0,231
2255,2021,244,5.99,Me,6,1,S,0.0,0.0,,,,231
2256,2021,244,5.99,Me,6,2,V,,,1.24,Sh,2.0,231
2257,2021,244,5.99,Me,6,2,V,,,2.55,Sh,3.0,231
2258,2021,244,5.99,Me,6,2,M,0.0,0.0,5.51,Me,5.0,231
2259,2021,244,5.99,Me,6,3,B,,,,,,231
2260,2021,244,5.99,Me,6,4,M,1.0,3.0,4.19,Sh,5.0,231
2261,2021,244,5.99,Me,6,5,S,0.0,0.0,,,,231
2262,2021,244,5.99,Me,6,6,M,0.0,0.0,0.57,Sh,1.0,231
2263,2021,245,0.57,Sh,1,1,B,,,,,,231
2264,2021,246,0.84,Sh,1,1,V,,,0.74,Sh,2.0,231
2265,2021,247,1.63,Sh,4,1,B,,,,,,231
2266,2021,247,1.63,Sh,4,2,B,,,,,,231
2267,2021,247,1.63,Sh,4,3,S,0.0,0.0,,,,231
2268,2021,247,1.63,Sh,4,4,M,1.0,4.0,4.5,Sh,5.0,231
2269,2021,248,0.6,Sh,3,1,B,,,,,,231
2270,2021,248,0.6,Sh,3,2,B,,,,,,231
2271,2021,248,0.6,Sh,3,3,M,0.0,0.0,5.97,Me,4.0,231
2272,2021,248,0.6,Sh,3,3,V,,,1.51,Sh,4.0,231
2273,2021,250,4.16,Sh,3,1,V,,,4.78,Sh,5.0,231
2274,2021,250,4.16,Sh,3,2,V,,,2.49,Sh,3.0,231
2275,2021,250,4.16,Sh,3,3,V,,,,,,231
2276,2021,251,0.6,Sh,1,1,V,,,0.76,Sh,3.0,231
2277,2021,251,0.6,Sh,1,1,V,,,3.52,Sh,4.0,231
2278,2021,251,2.33,Sh,4,1,M,1.0,2.0,2.0,Sh,2.0,231
2279,2021,251,2.33,Sh,4,2,M,1.0,1.0,0.98,Sh,2.0,231
2280,2021,251,2.33,Sh,4,3,S,0.0,0.0,,,,231
2281,2021,251,2.33,Sh,4,4,S,0.0,0.0,,,,231
2282,2021,252,0.7,Sh,1,1,B,,,,,,231
2283,2021,253,2.75,Sh,4,1,B,,,,,,231
2284,2021,253,2.75,Sh,4,2,V,,,4.08,Sh,3.0,231
2285,2021,253,2.75,Sh,4,3,V,,,,,,231
2286,2021,253,2.75,Sh,4,4,V,,,6.0,Me,2.0,231
2287,2021,253,2.75,Sh,4,4,V,,,10.41,Me,10.0,231
2288,2021,253,2.75,Sh,4,4,M,1.0,6.0,1.15,Sh,2.0,231
2289,2021,253,1.85,Sh,1,1,S,0.0,0.0,,,,231
2290,2021,254,3.03,Sh,1,1,S,0.0,0.0,,,,231
